row_id,code_id,q_id,split,q,n,k,r,rate,capacity_margin,column_weight,parity_check_density,check_degree_mean,check_degree_variance,check_degree_min,check_degree_max,variable_degree_mean,variable_degree_variance,variable_degree_min,variable_degree_max,check_degree_count_1,variable_degree_count_1,check_degree_count_2,variable_degree_count_2,check_degree_count_3,variable_degree_count_3,check_degree_count_4,variable_degree_count_4,check_degree_count_ge5,variable_degree_count_ge5,stopping_subset_tests,stopping_count_status,min_stopping_order,N_stop_2,N_stop_3,N_stop_4,N_stop_5,dependency_subset_tests,dependency_count_status,min_dependency_order,N_dep_2,N_dep_3,N_dep_4,q_power_2,q_power_3,q_power_4,q_power_5,N_stop_2_q2,N_stop_3_q3,N_stop_4_q4,N_stop_5_q5,N_dep_2_q2,N_dep_3_q3,N_dep_4_q4,H_stop_5,log1p_H_stop_5,H_dep_4,log1p_H_dep_4
code_n24_k12_cw3_007_q02,code_n24_k12_cw3_007,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,8.166666666666666,2.0,10.0,3.0,0.0,3.0,3.0,0,0,1,0,3,24,0,0,8,0,55430,exact_all,3,0,6,34,215,12926,exact,4,0,0,14,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.16199999999999998,0.2754,0.5224499999999999,0.0,0.0,0.1134,0.9598499999999999,0.6728679397015642,0.1134,0.10741839676727034
code_n24_k12_cw3_007_q03,code_n24_k12_cw3_007,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,8.166666666666666,2.0,10.0,3.0,0.0,3.0,3.0,0,0,1,0,3,24,0,0,8,0,55430,exact_all,3,0,6,34,215,12926,exact,4,0,0,14,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.27993599999999996,0.5710694399999999,1.3000227839999998,0.0,0.0,0.23514623999999995,2.1510282239999996,1.1477288198914806,0.23514623999999995,0.21118937602514545
code_n32_k16_cw3_000_q00,code_n32_k16_cw3_000,q00,train,0.18,32,16,16,0.5,0.32000000000000006,3,0.1875,6.0,2.125,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,32,2,0,14,0,242792,exact_all,2,1,0,6,29,41416,exact,2,1,30,437,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.0,0.006298559999999999,0.005479747199999999,0.0324,0.17495999999999998,0.45874511999999995,0.0441783072,0.04323026721426097,0.6661051199999999,0.5104886389929993
code_n32_k16_cw3_000_q01,code_n32_k16_cw3_000,q01,train,0.24,32,16,16,0.5,0.26,3,0.1875,6.0,2.125,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,32,2,0,14,0,242792,exact_all,2,1,0,6,29,41416,exact,2,1,30,437,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.0,0.019906559999999997,0.023091609599999997,0.0576,0.4147199999999999,1.4498611199999998,0.1005981696,0.09585382254927999,1.9221811199999996,1.072330296349341
code_n32_k16_cw3_000_q02,code_n32_k16_cw3_000,q02,train,0.3,32,16,16,0.5,0.19999999999999996,3,0.1875,6.0,2.125,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,32,2,0,14,0,242792,exact_all,2,1,0,6,29,41416,exact,2,1,30,437,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.0,0.0486,0.07046999999999998,0.09,0.8099999999999998,3.5397,0.20906999999999998,0.18985146904672515,4.439699999999999,1.6937239122883727
code_n32_k16_cw3_000_q03,code_n32_k16_cw3_000,q03,train,0.36,32,16,16,0.5,0.14,3,0.1875,6.0,2.125,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,32,2,0,14,0,242792,exact_all,2,1,0,6,29,41416,exact,2,1,30,437,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.0,0.10077695999999998,0.17535191039999998,0.1296,1.3996799999999998,7.339921919999999,0.40572887039999994,0.34055593723957867,8.869201919999998,2.2894189910069116
code_n32_k16_cw3_001_q00,code_n32_k16_cw3_001,q00,test,0.18,32,16,16,0.5,0.32000000000000006,3,0.1875,6.0,2.875,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,2,0,13,0,242792,exact_all,2,1,2,9,14,41416,exact,2,1,30,441,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.011663999999999999,0.009447839999999999,0.0026453951999999997,0.0324,0.17495999999999998,0.46294415999999994,0.056157235199999996,0.05463707116971314,0.6703041599999999,0.5130057415812195
code_n32_k16_cw3_001_q01,code_n32_k16_cw3_001,q01,test,0.24,32,16,16,0.5,0.26,3,0.1875,6.0,2.875,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,2,0,13,0,242792,exact_all,2,1,2,9,14,41416,exact,2,1,30,441,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.027647999999999995,0.029859839999999995,0.011147673599999998,0.0576,0.4147199999999999,1.4631321599999998,0.12625551359999998,0.11889842546671828,1.9354521599999996,1.0768614993359922
code_n32_k16_cw3_001_q02,code_n32_k16_cw3_001,q02,test,0.3,32,16,16,0.5,0.19999999999999996,3,0.1875,6.0,2.875,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,2,0,13,0,242792,exact_all,2,1,2,9,14,41416,exact,2,1,30,441,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.05399999999999999,0.07289999999999999,0.034019999999999995,0.09,0.8099999999999998,3.5721,0.25092,0.2238792805990325,4.472099999999999,1.6996624550070674
code_n32_k16_cw3_001_q03,code_n32_k16_cw3_001,q03,test,0.36,32,16,16,0.5,0.14,3,0.1875,6.0,2.875,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,2,0,13,0,242792,exact_all,2,1,2,9,14,41416,exact,2,1,30,441,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.09331199999999999,0.15116543999999998,0.08465264639999999,0.1296,1.3996799999999998,7.407106559999999,0.45873008639999996,0.37756625338577665,8.936386559999999,2.2962034294262916
code_n32_k16_cw3_002_q00,code_n32_k16_cw3_002,q00,train,0.18,32,16,16,0.5,0.32000000000000006,3,0.1875,6.0,3.5,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,3,0,12,0,242792,exact_all,3,0,1,7,40,41416,exact,4,0,0,6,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.0058319999999999995,0.0073483199999999985,0.007558271999999999,0.0,0.0,0.006298559999999999,0.020738591999999997,0.020526475059087227,0.006298559999999999,0.006278806971330837
code_n32_k16_cw3_002_q01,code_n32_k16_cw3_002,q01,train,0.24,32,16,16,0.5,0.26,3,0.1875,6.0,3.5,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,3,0,12,0,242792,exact_all,3,0,1,7,40,41416,exact,4,0,0,6,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.013823999999999998,0.023224319999999996,0.03185049599999999,0.0,0.0,0.019906559999999997,0.06889881599999999,0.06662897461635617,0.019906559999999997,0.019711015256787718
code_n32_k16_cw3_002_q02,code_n32_k16_cw3_002,q02,train,0.3,32,16,16,0.5,0.19999999999999996,3,0.1875,6.0,3.5,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,3,0,12,0,242792,exact_all,3,0,1,7,40,41416,exact,4,0,0,6,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.026999999999999996,0.0567,0.09719999999999998,0.0,0.0,0.0486,0.18089999999999998,0.16627685962509886,0.0486,0.04745594115629535
code_n32_k16_cw3_002_q03,code_n32_k16_cw3_002,q03,train,0.36,32,16,16,0.5,0.14,3,0.1875,6.0,3.5,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,3,0,12,0,242792,exact_all,3,0,1,7,40,41416,exact,4,0,0,6,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.046655999999999996,0.11757311999999998,0.24186470399999996,0.0,0.0,0.10077695999999998,0.40609382399999994,0.34081552231425366,0.10077695999999998,0.09601625774534364
code_n32_k16_cw3_003_q00,code_n32_k16_cw3_003,q00,validation,0.18,32,16,16,0.5,0.32000000000000006,3,0.1875,6.0,5.625,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,3,32,2,0,11,0,242792,exact_all,2,1,1,6,41,41416,exact,2,1,30,439,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.0058319999999999995,0.006298559999999999,0.007747228799999999,0.0324,0.17495999999999998,0.4608446399999999,0.052277788799999995,0.050957137253071515,0.6682046399999999,0.5117479822625803
code_n32_k16_cw3_003_q01,code_n32_k16_cw3_003,q01,validation,0.24,32,16,16,0.5,0.26,3,0.1875,6.0,5.625,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,3,32,2,0,11,0,242792,exact_all,2,1,1,6,41,41416,exact,2,1,30,439,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.013823999999999998,0.019906559999999997,0.032646758399999996,0.0576,0.4147199999999999,1.4564966399999997,0.12397731840000001,0.11687357190846272,1.9288166399999995,1.0745984643155342
