row_id,code_id,q_id,split,q,n,k,r,rate,capacity_margin,column_weight,parity_check_density,check_degree_mean,check_degree_variance,check_degree_min,check_degree_max,variable_degree_mean,variable_degree_variance,variable_degree_min,variable_degree_max,check_degree_count_1,variable_degree_count_1,check_degree_count_2,variable_degree_count_2,check_degree_count_3,variable_degree_count_3,check_degree_count_4,variable_degree_count_4,check_degree_count_ge5,variable_degree_count_ge5,stopping_subset_tests,stopping_count_status,min_stopping_order,N_stop_2,N_stop_3,N_stop_4,N_stop_5,dependency_subset_tests,dependency_count_status,min_dependency_order,N_dep_2,N_dep_3,N_dep_4,q_power_2,q_power_3,q_power_4,q_power_5,N_stop_2_q2,N_stop_3_q3,N_stop_4_q4,N_stop_5_q5,N_dep_2_q2,N_dep_3_q3,N_dep_4_q4,H_stop_5,log1p_H_stop_5,H_dep_4,log1p_H_dep_4
code_n32_k16_cw3_003_q02,code_n32_k16_cw3_003,q02,validation,0.3,32,16,16,0.5,0.19999999999999996,3,0.1875,6.0,5.625,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,3,32,2,0,11,0,242792,exact_all,2,1,1,6,41,41416,exact,2,1,30,439,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.026999999999999996,0.0486,0.09962999999999998,0.09,0.8099999999999998,3.5559,0.26522999999999997,0.23525392383437932,4.4559,1.6966975919274452
code_n32_k16_cw3_003_q03,code_n32_k16_cw3_003,q03,validation,0.36,32,16,16,0.5,0.14,3,0.1875,6.0,5.625,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,3,32,2,0,11,0,242792,exact_all,2,1,1,6,41,41416,exact,2,1,30,439,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.046655999999999996,0.10077695999999998,0.24791132159999996,0.1296,1.3996799999999998,7.373514239999999,0.5249442816,0.42195787273615737,8.902794239999999,2.2928169637811506
code_n32_k16_cw3_004_q00,code_n32_k16_cw3_004,q00,train,0.18,32,16,16,0.5,0.32000000000000006,3,0.1875,6.0,2.125,4.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,0,32,4,0,12,0,242792,exact_all,4,0,0,9,20,41416,exact,4,0,0,8,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.0,0.009447839999999999,0.0037791359999999993,0.0,0.0,0.008398079999999999,0.013226975999999998,0.01314026334681852,0.008398079999999999,0.008363012323468396
code_n32_k16_cw3_004_q01,code_n32_k16_cw3_004,q01,train,0.24,32,16,16,0.5,0.26,3,0.1875,6.0,2.125,4.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,0,32,4,0,12,0,242792,exact_all,4,0,0,9,20,41416,exact,4,0,0,8,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.0,0.029859839999999995,0.015925247999999996,0.0,0.0,0.026542079999999996,0.04578508799999999,0.044767883729709516,0.026542079999999996,0.02619595030443698
code_n32_k16_cw3_004_q02,code_n32_k16_cw3_004,q02,train,0.3,32,16,16,0.5,0.19999999999999996,3,0.1875,6.0,2.125,4.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,0,32,4,0,12,0,242792,exact_all,4,0,0,9,20,41416,exact,4,0,0,8,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.0,0.07289999999999999,0.04859999999999999,0.0,0.0,0.0648,0.12149999999999998,0.11466707497812594,0.0648,0.06278698809876482
code_n32_k16_cw3_004_q03,code_n32_k16_cw3_004,q03,train,0.36,32,16,16,0.5,0.14,3,0.1875,6.0,2.125,4.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,0,32,4,0,12,0,242792,exact_all,4,0,0,9,20,41416,exact,4,0,0,8,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.0,0.15116543999999998,0.12093235199999998,0.0,0.0,0.13436927999999998,0.27209779199999995,0.2406673424659206,0.13436927999999998,0.12607679603412303
code_n32_k16_cw3_005_q00,code_n32_k16_cw3_005,q00,train,0.18,32,16,16,0.5,0.32000000000000006,3,0.1875,6.0,9.5,1.0,12.0,3.0,0.0,3.0,3.0,1,0,1,0,2,32,3,0,9,0,242792,exact_all,3,0,4,12,94,41416,exact,4,0,0,9,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.023327999999999998,0.012597119999999998,0.017761939199999997,0.0,0.0,0.009447839999999999,0.0536870592,0.052295498253443054,0.009447839999999999,0.009403488292718807
code_n32_k16_cw3_005_q01,code_n32_k16_cw3_005,q01,train,0.24,32,16,16,0.5,0.26,3,0.1875,6.0,9.5,1.0,12.0,3.0,0.0,3.0,3.0,1,0,1,0,2,32,3,0,9,0,242792,exact_all,3,0,4,12,94,41416,exact,4,0,0,9,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.05529599999999999,0.039813119999999994,0.07484866559999999,0.0,0.0,0.029859839999999995,0.16995778559999997,0.1569676674749805,0.029859839999999995,0.029422715312235354
code_n32_k16_cw3_005_q02,code_n32_k16_cw3_005,q02,train,0.3,32,16,16,0.5,0.19999999999999996,3,0.1875,6.0,9.5,1.0,12.0,3.0,0.0,3.0,3.0,1,0,1,0,2,32,3,0,9,0,242792,exact_all,3,0,4,12,94,41416,exact,4,0,0,9,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.10799999999999998,0.0972,0.22841999999999996,0.0,0.0,0.07289999999999999,0.43361999999999995,0.3602027140340733,0.07289999999999999,0.07036526266056348
code_n32_k16_cw3_005_q03,code_n32_k16_cw3_005,q03,train,0.36,32,16,16,0.5,0.14,3,0.1875,6.0,9.5,1.0,12.0,3.0,0.0,3.0,3.0,1,0,1,0,2,32,3,0,9,0,242792,exact_all,3,0,4,12,94,41416,exact,4,0,0,9,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.18662399999999998,0.20155391999999997,0.5683820543999999,0.0,0.0,0.15116543999999998,0.9565599743999998,0.6711878161213295,0.15116543999999998,0.14077485529257536
code_n32_k16_cw3_006_q00,code_n32_k16_cw3_006,q00,train,0.18,32,16,16,0.5,0.32000000000000006,3,0.1875,6.0,2.5,3.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,2,0,13,0,242792,exact_all,4,0,0,2,33,41416,exact,4,0,0,1,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.0,0.0020995199999999997,0.006235574399999999,0.0,0.0,0.0010497599999999998,0.0083350944,0.008300549325566637,0.0010497599999999998,0.0010492093872783161
code_n32_k16_cw3_006_q01,code_n32_k16_cw3_006,q01,train,0.24,32,16,16,0.5,0.26,3,0.1875,6.0,2.5,3.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,2,0,13,0,242792,exact_all,4,0,0,2,33,41416,exact,4,0,0,1,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.0,0.006635519999999999,0.026276659199999997,0.0,0.0,0.0033177599999999995,0.032912179199999995,0.03238217122823991,0.0033177599999999995,0.003312268377529086
code_n32_k16_cw3_006_q02,code_n32_k16_cw3_006,q02,train,0.3,32,16,16,0.5,0.19999999999999996,3,0.1875,6.0,2.5,3.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,2,0,13,0,242792,exact_all,4,0,0,2,33,41416,exact,4,0,0,1,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.0,0.0162,0.08018999999999998,0.0,0.0,0.0081,0.09638999999999998,0.09202296464605214,0.0081,0.008067371077758796
code_n32_k16_cw3_006_q03,code_n32_k16_cw3_006,q03,train,0.36,32,16,16,0.5,0.14,3,0.1875,6.0,2.5,3.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,1,32,2,0,13,0,242792,exact_all,4,0,0,2,33,41416,exact,4,0,0,1,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.0,0.033592319999999995,0.19953838079999997,0.0,0.0,0.016796159999999997,0.23313070079999998,0.20955622083524753,0.016796159999999997,0.01665666433208147
code_n32_k16_cw3_007_q00,code_n32_k16_cw3_007,q00,train,0.18,32,16,16,0.5,0.32000000000000006,3,0.1875,6.0,5.75,2.0,10.0,3.0,0.0,3.0,3.0,0,0,1,0,2,32,1,0,12,0,242792,exact_all,2,1,0,10,62,41416,exact,2,1,30,444,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.0,0.0104976,0.011715321599999998,0.0324,0.17495999999999998,0.4660934399999999,0.05461292159999999,0.05317380064679351,0.6734534399999998,0.5148894193521204
code_n32_k16_cw3_007_q01,code_n32_k16_cw3_007,q01,train,0.24,32,16,16,0.5,0.26,3,0.1875,6.0,5.75,2.0,10.0,3.0,0.0,3.0,3.0,0,0,1,0,2,32,1,0,12,0,242792,exact_all,2,1,0,10,62,41416,exact,2,1,30,444,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.0,0.033177599999999995,0.04936826879999999,0.0576,0.4147199999999999,1.4730854399999997,0.14014586879999996,0.13115620930856936,1.9454054399999996,1.080246478256002
code_n32_k16_cw3_007_q02,code_n32_k16_cw3_007,q02,train,0.3,32,16,16,0.5,0.19999999999999996,3,0.1875,6.0,5.75,2.0,10.0,3.0,0.0,3.0,3.0,0,0,1,0,2,32,1,0,12,0,242792,exact_all,2,1,0,10,62,41416,exact,2,1,30,444,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.0,0.08099999999999999,0.15065999999999996,0.09,0.8099999999999998,3.5963999999999996,0.32165999999999995,0.2788885222697882,4.4963999999999995,1.7040933324754821
code_n32_k16_cw3_007_q03,code_n32_k16_cw3_007,q03,train,0.36,32,16,16,0.5,0.14,3,0.1875,6.0,5.75,2.0,10.0,3.0,0.0,3.0,3.0,0,0,1,0,2,32,1,0,12,0,242792,exact_all,2,1,0,10,62,41416,exact,2,1,30,444,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.0,0.1679616,0.37489029119999995,0.1296,1.3996799999999998,7.457495039999999,0.6724518911999999,0.5142907480026508,8.986775039999998,2.3012617217244316
