graph_id,state_id,split,future_index,future_seed,max_h,first_disconnect_step
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p0,train,61,2657419826,8,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p0,train,62,2658419829,8,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p0,train,63,2659419832,8,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,0,432279766,7,4
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,1,433279769,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,2,434279772,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,3,435279775,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,4,436279778,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,5,437279781,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,6,438279784,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,7,439279787,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,8,440279790,7,2
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,9,441279793,7,7
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,10,442279796,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,11,443279799,7,2
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,12,444279802,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,13,445279805,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,14,446279808,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,15,447279811,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,16,448279814,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,17,449279817,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,18,450279820,7,7
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,19,451279823,7,1
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,20,452279826,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,21,453279829,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,22,454279832,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,23,455279835,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,24,456279838,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,25,457279841,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,26,458279844,7,1
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,27,459279847,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,28,460279850,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,29,461279853,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,30,462279856,7,4
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,31,463279859,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,32,464279862,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,33,465279865,7,7
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,34,466279868,7,7
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,35,467279871,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,36,468279874,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,37,469279877,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,38,470279880,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,39,471279883,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,40,472279886,7,7
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,41,473279889,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,42,474279892,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,43,475279895,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,44,476279898,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,45,477279901,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,46,478279904,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,47,479279907,7,3
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,48,480279910,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,49,481279913,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,50,482279916,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,51,483279919,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,52,484279922,7,4
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,53,485279925,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,54,486279928,7,3
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,55,487279931,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,56,488279934,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,57,489279937,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,58,490279940,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,59,491279943,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,60,492279946,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,61,493279949,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,62,494279952,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p3,train,63,495279955,7,3
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,0,3284487144,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,1,3285487147,7,7
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,2,3286487150,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,3,3287487153,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,4,3288487156,7,2
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,5,3289487159,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,6,3290487162,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,7,3291487165,7,4
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,8,3292487168,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,9,3293487171,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,10,3294487174,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,11,3295487177,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,12,3296487180,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,13,3297487183,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,14,3298487186,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,15,3299487189,7,3
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,16,3300487192,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,17,3301487195,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,18,3302487198,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,19,3303487201,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,20,3304487204,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,21,3305487207,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,22,3306487210,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,23,3307487213,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,24,3308487216,7,5
