row_id,code_id,q_id,split,q,n,k,r,rate,capacity_margin,column_weight,parity_check_density,check_degree_mean,check_degree_variance,check_degree_min,check_degree_max,variable_degree_mean,variable_degree_variance,variable_degree_min,variable_degree_max,check_degree_count_1,variable_degree_count_1,check_degree_count_2,variable_degree_count_2,check_degree_count_3,variable_degree_count_3,check_degree_count_4,variable_degree_count_4,check_degree_count_ge5,variable_degree_count_ge5,stopping_subset_tests,stopping_count_status,min_stopping_order,N_stop_2,N_stop_3,N_stop_4,N_stop_5,dependency_subset_tests,dependency_count_status,min_dependency_order,N_dep_2,N_dep_3,N_dep_4,q_power_2,q_power_3,q_power_4,q_power_5,N_stop_2_q2,N_stop_3_q3,N_stop_4_q4,N_stop_5_q5,N_stop_2_norm_q2,N_stop_3_norm_q3,N_stop_4_norm_q4,N_stop_5_norm_q5,N_dep_2_q2,N_dep_3_q3,N_dep_4_q4,H_stop_5,log1p_H_stop_5,H_stop_5_norm,log1p_H_stop_5_norm,H_dep_4,log1p_H_dep_4
code_n24_k12_cw3_002_q02,code_n24_k12_cw3_002,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,4.0,2.0,9.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,0,0,10,0,55430,exact_all,3,0,1,12,84,12926,exact,4,0,0,7,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.026999999999999996,0.0972,0.20411999999999994,0.0,1.3339920948616598e-05,9.147374364765667e-06,4.8023715415019746e-06,0.0,0.0,0.0567,0.32831999999999995,0.28391498588253683,2.728966685488424e-05,2.7289294498700016e-05,0.0567,0.05515084446484804
code_n24_k12_cw3_002_q03,code_n24_k12_cw3_002,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,4.0,2.0,9.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,0,0,10,0,55430,exact_all,3,0,1,12,84,12926,exact,4,0,0,7,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.046655999999999996,0.20155391999999997,0.5079158784,0.0,2.3051383399209482e-05,1.896799548277809e-05,1.1949837154150194e-05,0.0,0.0,0.11757311999999998,0.7561257983999999,0.5631101318269158,5.396921603613776e-05,5.396775975039415e-05,0.11757311999999998,0.11115947713235992
code_n24_k12_cw3_003_q00,code_n24_k12_cw3_003,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,3.3333333333333335,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,3,11,66,12926,exact,2,1,22,239,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.017495999999999998,0.011547359999999998,0.012471148799999998,0.00011739130434782608,8.644268774703556e-06,1.0867080745341614e-06,2.9341118012422355e-07,0.0324,0.128304,0.25089263999999994,0.0739145088,0.07131039217348656,0.00012741569237718803,0.00012740757568731117,0.41159663999999996,0.344721432538446
code_n24_k12_cw3_003_q01,code_n24_k12_cw3_003,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,3.3333333333333335,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,3,11,66,12926,exact,2,1,22,239,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.041471999999999995,0.03649535999999999,0.05255331839999999,0.00020869565217391305,2.0490118577075095e-05,3.434534161490683e-06,1.2364322981366457e-06,0.0576,0.30412799999999995,0.7929446399999999,0.18812067839999996,0.17237279692621918,0.00023385673721061548,0.0002338293969862268,1.1546726399999998,0.7676388048240694
code_n24_k12_cw3_003_q02,code_n24_k12_cw3_003,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,3.3333333333333335,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,3,11,66,12926,exact,2,1,22,239,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.08099999999999999,0.0891,0.16037999999999997,0.0003260869565217391,4.001976284584979e-05,8.385093167701864e-06,3.7732919254658374e-06,0.09,0.5939999999999999,1.9359,0.42047999999999996,0.35099484266353337,0.0003782651044607566,0.00037819358025230327,2.6199,1.2864464011467291
code_n24_k12_cw3_003_q03,code_n24_k12_cw3_003,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,3.3333333333333335,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,3,11,66,12926,exact,2,1,22,239,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.13996799999999998,0.18475775999999997,0.39907676159999994,0.0004695652173913043,6.915415019762845e-05,1.7387329192546582e-05,9.389157763975153e-06,0.1296,1.026432,4.014282239999999,0.8534025215999999,0.6170231506961281,0.0005654958545454544,0.0005653360220182826,5.170314239999999,1.8197497669283338
code_n24_k12_cw3_004_q00,code_n24_k12_cw3_004,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,6.833333333333333,2.0,11.0,3.0,0.0,3.0,3.0,0,0,1,0,2,24,0,0,9,0,55430,exact_all,2,1,1,31,109,12926,exact,2,1,22,248,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.0058319999999999995,0.03254256,0.0205962912,0.00011739130434782608,2.8814229249011852e-06,3.0625409373235455e-06,4.845730095990965e-07,0.0324,0.128304,0.26034048,0.09137085119999999,0.0874345676984755,0.0001238198412196499,0.00012381217617582656,0.42104448,0.3513921505251397
code_n24_k12_cw3_004_q01,code_n24_k12_cw3_004,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,6.833333333333333,2.0,11.0,3.0,0.0,3.0,3.0,0,0,1,0,2,24,0,0,9,0,55430,exact_all,2,1,1,31,109,12926,exact,2,1,22,248,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.013823999999999998,0.10285055999999998,0.08679260159999999,0.00020869565217391305,6.830039525691698e-06,9.679141727837379e-06,2.0419866741953692e-06,0.0576,0.30412799999999995,0.8228044799999998,0.2610671616,0.23195831615132365,0.00022724682010163752,0.00022722100345410769,1.1845324799999997,0.7814018376897561
code_n24_k12_cw3_004_q02,code_n24_k12_cw3_004,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,6.833333333333333,2.0,11.0,3.0,0.0,3.0,3.0,0,0,1,0,2,24,0,0,9,0,55430,exact_all,2,1,1,31,109,12926,exact,2,1,22,248,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.026999999999999996,0.2511,0.26486999999999994,0.0003260869565217391,1.3339920948616598e-05,2.363071710897798e-05,6.2316487859966105e-06,0.09,0.5939999999999999,2.0088,0.6329699999999999,0.4904004427234353,0.00036928924336533024,0.000369221072875267,2.6927999999999996,1.3063849778915886
code_n24_k12_cw3_004_q03,code_n24_k12_cw3_004,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,6.833333333333333,2.0,11.0,3.0,0.0,3.0,3.0,0,0,1,0,2,24,0,0,9,0,55430,exact_all,2,1,1,31,109,12926,exact,2,1,22,248,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.046655999999999996,0.52068096,0.6590813184,0.0004695652173913043,2.3051383399209482e-05,4.900065499717673e-05,1.5506336307171087e-05,0.1296,1.026432,4.16544768,1.3560182783999999,0.8569730239935407,0.0005571235920948616,0.0005569684563636035,5.3214796799999995,1.8439533073376932
code_n24_k12_cw3_005_q00,code_n24_k12_cw3_005,q00,validation,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,3.1666666666666665,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,2,1,0,21,84,12926,exact,2,1,22,243,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.0,0.022044959999999995,0.0158723712,0.00011739130434782608,0.0,2.0746245059288532e-06,3.734324110671936e-07,0.0324,0.128304,0.25509168,0.0703173312,0.0679551757202183,0.00011983936126482212,0.00011983218110220628,0.41579568,0.3476916910748675
code_n24_k12_cw3_005_q01,code_n24_k12_cw3_005,q01,validation,0.24,24,12,12,0.5,0.26,3,0.25,6.0,3.1666666666666665,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,2,1,0,21,84,12926,exact,2,1,22,243,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.0,0.06967295999999999,0.06688604159999999,0.00020869565217391305,0.0,6.55683794466403e-06,1.5736411067193672e-06,0.0576,0.30412799999999995,0.8062156799999999,0.1941590016,0.17744217327362918,0.00021682613122529643,0.00021680262783707648,1.1679436799999998,0.7737791053801907
code_n24_k12_cw3_005_q02,code_n24_k12_cw3_005,q02,validation,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,3.1666666666666665,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,2,1,0,21,84,12926,exact,2,1,22,243,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.0,0.1701,0.20411999999999994,0.0003260869565217391,0.0,1.6007905138339918e-05,4.8023715415019746e-06,0.09,0.5939999999999999,1.9683,0.46421999999999997,0.3813226774732736,0.000346897233201581,0.00034683707826769757,2.6523,1.2953571061277547
code_n24_k12_cw3_005_q03,code_n24_k12_cw3_005,q03,validation,0.36,24,12,12,0.5,0.14,3,0.25,6.0,3.1666666666666665,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,2,1,0,21,84,12926,exact,2,1,22,243,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.0,0.3527193599999999,0.5079158784,0.0004695652173913043,0.0,3.319399209486165e-05,1.1949837154150194e-05,0.1296,1.026432,4.08146688,0.9902352383999999,0.688252842001376,0.0005147090466403161,0.0005145766293745973,5.2374988799999995,1.8305792815185027
code_n24_k12_cw3_006_q00,code_n24_k12_cw3_006,q00,test,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,6.666666666666667,2.0,12.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,2,0,8,0,55430,exact_all,2,1,2,24,127,12926,exact,2,1,22,249,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.011663999999999999,0.025194239999999996,0.023997513599999996,0.00011739130434782608,5.7628458498023705e-06,2.370999435347261e-06,5.645942405420665e-07,0.0324,0.128304,0.26139023999999994,0.09325575359999999,0.08916017413719972,0.0001260897438735178,0.00012608179522991735,0.42209423999999995,0.35213060204023405
code_n24_k12_cw3_006_q01,code_n24_k12_cw3_006,q01,test,0.24,24,12,12,0.5,0.26,3,0.25,6.0,6.666666666666667,2.0,12.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,2,0,8,0,55430,exact_all,2,1,2,24,127,12926,exact,2,1,22,249,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.027647999999999995,0.07962623999999999,0.10112532479999999,0.00020869565217391305,1.3660079051383396e-05,7.493529079616035e-06,2.379195482778091e-06,0.0576,0.30412799999999995,0.8261222399999999,0.2659995648,0.23586197996205172,0.0002322284557876906,0.0002322014949338227,1.18785024,0.7829194361477259
code_n24_k12_cw3_006_q02,code_n24_k12_cw3_006,q02,test,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,6.666666666666667,2.0,12.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,2,0,8,0,55430,exact_all,2,1,2,24,127,12926,exact,2,1,22,249,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.05399999999999999,0.1944,0.30860999999999994,0.0003260869565217391,2.6679841897233196e-05,1.8294748729531335e-05,7.260728402032748e-06,0.09,0.5939999999999999,2.0168999999999997,0.6470099999999999,0.49896152282248674,0.00037832227555053633,0.0003782507297227989,2.7008999999999994,1.3085760333145806
code_n24_k12_cw3_006_q03,code_n24_k12_cw3_006,q03,test,0.36,24,12,12,0.5,0.14,3,0.25,6.0,6.666666666666667,2.0,12.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,2,0,8,0,55430,exact_all,2,1,2,24,127,12926,exact,2,1,22,249,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.09331199999999999,0.40310783999999994,0.7679204351999999,0.0004695652173913043,4.6102766798418964e-05,3.793599096555618e-05,1.8067015697346128e-05,0.1296,1.026432,4.182243839999999,1.3939402751999999,0.8729406591219925,0.0005716709908526256,0.0005715076492405438,5.338275839999999,1.8466067819373424
