model,feature_count,selected_C,validation_code_grouped_log_loss,test_code_grouped_log_loss
B0,6,10.0,0.5280691116087722,0.532640791313048
B1,16,10.0,0.5271578294756699,0.5320604873602987
B1_hazard,19,10.0,0.5234610002692887,0.5284179008351072
B1_SP_scalar,17,10.0,0.5214259288569197,0.5275253598451052
B1_SP_terms,19,10.0,0.522630844331264,0.5284772314079209
B1_SP_bundle,20,10.0,0.5218592108364334,0.5281617651597034
B1_hazard_SP_scalar,20,10.0,0.5188976874125958,0.5247277648132346
