graph_id,state_id,split,n,e0,et,kappa0,kappat,tau_stratum,prefix_len,prefix_seed,tau0,tau,log_tau0,log_tau,L_t,deleted_edge_count,deleted_edge_fraction,edge_density,mean_degree,degree_variance,min_degree,bridge_count,avg_shortest_path_length,diameter,algebraic_connectivity,laplacian_spectral_radius,adjacency_spectral_gap,kirchhoff_index,betweenness_mean,betweenness_max,betweenness_std
g_n32_e64_k2_mid_33,g_n32_e64_k2_mid_33_p7,test,32,64,57,2,1,mid,7,3468363600,170620151615346,949603079076,32.77046086602285,27.579309922734506,5.191150943288346,7,0.109375,0.11491935483870967,3.5625,2.12109375,1,1,3.564516129032258,8,0.09807991894609068,8.040319929964873,0.19329696279538133,740.2198588133492,0.08548387096774193,0.3455913978494623,0.09498539399604475
g_n32_e64_k2_mid_34,g_n32_e64_k2_mid_34_p0,train,32,64,64,2,2,mid,0,1746980641,171757515471404,171757515471404,32.77710480427687,32.77710480427687,0.0,0,0.0,0.12903225806451613,4.0,2.25,2,0,3.0100806451612905,6,0.1549554134421806,8.862620243292985,0.153515961430152,537.2792031947697,0.06700268817204302,0.3361187916026626,0.08560681267148396
g_n32_e64_k2_mid_34,g_n32_e64_k2_mid_34_p7,train,32,64,57,2,1,mid,7,2746983641,171757515471404,996570538359,32.77710480427687,27.62758576020443,5.149519044072438,7,0.109375,0.11491935483870967,3.5625,2.30859375,1,2,3.131048387096774,6,0.15176231296536438,8.25650655289029,0.5452819581945736,638.9860406026838,0.07103494623655913,0.33122375832053247,0.08852375029224639
g_n32_e64_k2_mid_35,g_n32_e64_k2_mid_35_p0,test,32,64,64,2,2,mid,0,1025600682,173456325881557,173456325881557,32.78694695960204,32.78694695960204,0.0,0,0.0,0.12903225806451613,4.0,2.0,2,0,3.127016129032258,7,0.1496459973063728,8.585081763879272,0.2436299876278083,547.36690389276,0.0709005376344086,0.288221539511862,0.08420074237153365
g_n32_e64_k2_mid_35,g_n32_e64_k2_mid_35_p4,test,32,64,60,2,1,mid,4,1525602182,173456325881557,11937068079904,32.78694695960204,30.110669639292674,2.6762773203093673,4,0.0625,0.12096774193548387,3.75,1.9375,1,1,3.217741935483871,7,0.14411900251918072,8.439871488290036,0.33709806618500604,604.0397679437922,0.0739247311827957,0.3135603345280764,0.08758054245679649
g_n32_e64_k2_mid_35,g_n32_e64_k2_mid_35_p7,test,32,64,57,2,1,mid,7,2025603682,173456325881557,823871888982,32.78694695960204,27.437280880232056,5.349666079369985,7,0.109375,0.11491935483870967,3.5625,2.24609375,1,2,3.3024193548387095,7,0.13851006640001615,8.406974900566832,0.22429375828797937,670.3727364961555,0.07674731182795698,0.3436805070676037,0.09447406114913683
g_n32_e64_k2_mid_36,g_n32_e64_k2_mid_36_p0,train,32,64,64,2,2,mid,0,304220723,173674971969414,173674971969414,32.7882066911107,32.7882066911107,0.0,0,0.0,0.12903225806451613,4.0,2.125,2,0,3.0221774193548385,6,0.15565231332928842,9.293848350852924,0.35415802120243534,539.297451704704,0.06740591397849463,0.28264208909370203,0.08519378328166775
g_n32_e64_k2_mid_36,g_n32_e64_k2_mid_36_p4,train,32,64,60,2,2,mid,4,804222223,173674971969414,12444058045642,32.7882066911107,30.152264359501597,2.6359423316091046,4,0.0625,0.12096774193548387,3.75,2.0,2,0,3.243951612903226,6,0.13312389956272216,9.288014581896636,0.771838332955336,614.18988315512,0.0747983870967742,0.2765470371921984,0.08567720928758225
g_n32_e64_k2_mid_36,g_n32_e64_k2_mid_36_p7,train,32,64,57,2,1,mid,7,1304223723,173674971969414,1182925935238,32.7882066911107,27.79901209138921,4.989194599721493,7,0.109375,0.11491935483870967,3.5625,1.80859375,1,2,3.221774193548387,7,0.14407569878053547,8.007635886618553,0.3187166916899944,657.6754210072909,0.07405913978494624,0.32298003072196624,0.08865606554658574
g_n32_e64_k2_mid_37,g_n32_e64_k2_mid_37_p0,validation,32,64,64,2,2,mid,0,3877808060,178194129222753,178194129222753,32.81389468554463,32.81389468554463,0.0,0,0.0,0.12903225806451613,4.0,2.375,2,0,3.0443548387096775,6,0.15498071893800225,10.483213315238164,0.3583143073789259,537.9053650327376,0.06814516129032257,0.3484485407066053,0.08932367590559723
g_n32_e64_k2_mid_37,g_n32_e64_k2_mid_37_p4,validation,32,64,60,2,2,mid,4,82842264,178194129222753,16000179447511,32.81389468554463,30.403621053574874,2.4102736319697584,4,0.0625,0.12096774193548387,3.75,1.9375,2,0,3.163306451612903,7,0.14772223175741883,9.304759809100364,0.25388404320798585,584.5667026468725,0.07211021505376344,0.3713679808841099,0.08958097024731553
g_n32_e64_k2_mid_37,g_n32_e64_k2_mid_37_p7,validation,32,64,57,2,1,mid,7,582843764,178194129222753,1194498399150,32.81389468554463,27.8087474635272,5.005147222017431,7,0.109375,0.11491935483870967,3.5625,2.18359375,1,1,3.2419354838709675,7,0.1447764269260329,9.14125624295315,0.25902644203597713,648.8164747355729,0.07473118279569892,0.3499180747567844,0.09305493657282703
g_n32_e64_k2_mid_38,g_n32_e64_k2_mid_38_p0,test,32,64,64,2,2,mid,0,3156428101,179381394170316,179381394170316,32.82053534874962,32.82053534874962,0.0,0,0.0,0.12903225806451613,4.0,2.1875,2,0,3.0100806451612905,6,0.16173200888920736,9.302409582791494,0.2595639479609222,533.7315454817992,0.06700268817204302,0.3397695852534563,0.08621303700084147
g_n32_e64_k2_mid_38,g_n32_e64_k2_mid_38_p4,test,32,64,60,2,1,mid,4,3656429601,179381394170316,10327318392312,32.82053534874962,29.965813771198228,2.8547215775513948,4,0.0625,0.12096774193548387,3.75,2.0,1,1,3.1088709677419355,6,0.1550127041556073,8.463227291218287,0.2875276331987253,598.318064016473,0.07029569892473118,0.3272418501450759,0.0874583976077987
g_n32_e64_k2_mid_38,g_n32_e64_k2_mid_38_p7,test,32,64,57,2,1,mid,7,4156431101,179381394170316,1823912182687,32.82053534874962,28.23200486096497,4.588530487784652,7,0.109375,0.11491935483870967,3.5625,1.93359375,1,1,3.1995967741935485,7,0.15114036801739034,8.42664498133756,0.27777831767488825,624.644703334389,0.07331989247311828,0.3414729476019799,0.0873791903828451
g_n32_e64_k2_mid_39,g_n32_e64_k2_mid_39_p0,validation,32,64,64,2,2,mid,0,2435048142,180791489326279,180791489326279,32.828365490468286,32.828365490468286,0.0,0,0.0,0.12903225806451613,4.0,1.8125,2,0,3.2983870967741935,8,0.12857931808310455,8.827879643298047,0.22788084487222804,580.334059064509,0.07661290322580645,0.3693399295201952,0.0903717864804651
