primary_key,split,group_index,match_key,state_count,tail_count,log_tau_min,log_tau_max,log_tau_spread,low_mean_collapse_fraction,high_mean_collapse_fraction,low_minus_high
path_b05,train,104,"('32', '57', '1', '1', '1', '6', 3.0)",13,4,26.95999988049409,29.3961256091711,2.436125728677009,0.30859375,0.265625,0.04296875
path_b05,train,105,"('32', '57', '1', '1', '1', '7', 3.0)",6,2,27.334863940108352,29.610524395024957,2.275660454916604,0.34375,0.2890625,0.0546875
path_b05,train,106,"('32', '57', '1', '1', '1', '7', 3.5)",8,2,27.628082166067124,28.85173263785061,1.2236504717834862,0.3359375,0.3125,0.0234375
path_b05,train,113,"('32', '57', '1', '2', '1', '7', 3.0)",8,2,26.734206280656384,28.17702425662174,1.4428179759653545,0.5703125,0.3828125,0.1875
path_b05,train,114,"('32', '57', '1', '2', '1', '7', 3.5)",4,1,27.362901940932854,27.89951118345348,0.5366092425206261,0.5,0.484375,0.015625
path_b05,train,115,"('32', '57', '1', '2', '1', '8', 3.5)",5,1,26.54937576679173,28.278777958622705,1.7294021918309745,0.65625,0.375,0.28125
path_b05,train,125,"('32', '57', '2', '0', '2', '6', 3.0)",14,4,28.55464684141919,30.09041925655567,1.5357724151364813,0.17578125,0.1484375,0.02734375
path_b05,train,127,"('32', '57', '2', '0', '2', '7', 3.0)",14,4,28.638741973080162,30.199209575051796,1.5604676019716344,0.2109375,0.13671875,0.07421875
path_b05,train,128,"('32', '57', '2', '0', '2', '7', 3.5)",9,3,28.26252891383439,30.103009190706906,1.8404802768725155,0.22395833333333334,0.10416666666666667,0.11979166666666667
path_b05,train,131,"('32', '60', '1', '1', '1', '6', 3.0)",17,5,28.878148469104115,31.70136261369469,2.823214144590576,0.3375,0.21875,0.11875000000000002
path_b05,train,132,"('32', '60', '1', '1', '1', '7', 3.0)",14,4,28.720024602885605,31.585781578658878,2.865756975773273,0.390625,0.23046875,0.16015625
path_b05,train,141,"('32', '60', '2', '0', '2', '6', 3.0)",40,13,29.261088434219694,32.17905273092866,2.9179642967089663,0.17427884615384615,0.09014423076923077,0.08413461538461538
path_b05,train,143,"('32', '60', '2', '0', '2', '7', 3.0)",12,4,29.47465673230501,31.6590572944193,2.1844005621142877,0.1796875,0.06640625,0.11328125
path_b05,train,144,"('32', '60', '2', '0', '2', '7', 3.5)",9,3,29.968404096050513,31.59449027480113,1.6260861787506187,0.2604166666666667,0.09895833333333333,0.16145833333333337
path_b05,train,148,"('32', '64', '2', '0', '2', '6', 3.0)",28,9,31.514398904366246,33.715850942058836,2.20145203769259,0.234375,0.1232638888888889,0.1111111111111111
path_b05,train,149,"('32', '64', '2', '0', '2', '7', 3.0)",19,6,31.879800908720547,33.660716176505396,1.7809152677848488,0.20833333333333334,0.1484375,0.05989583333333334
path_b05,train,150,"('32', '64', '2', '0', '2', '7', 3.5)",4,1,32.230694193737314,33.417146422146175,1.1864522284088608,0.15625,0.109375,0.046875
path_b05,train,152,"('32', '64', '3', '0', '3', '5', 3.0)",7,2,33.707665556766514,34.634193357366634,0.9265278006001196,0.046875,0.0078125,0.0390625
path_b05,train,153,"('32', '64', '3', '0', '3', '6', 3.0)",44,14,33.454854631457096,34.8075437540659,1.3526891226088011,0.04575892857142857,0.033482142857142856,0.012276785714285712
path_b05,train,155,"('32', '86', '1', '1', '1', '5', 2.5)",5,1,42.3928661575911,43.70895373059268,1.3160875730015817,0.171875,0.203125,-0.03125
path_b05,train,157,"('32', '86', '1', '1', '1', '6', 2.5)",5,1,42.03142721240062,43.423581657066016,1.392154444665394,0.21875,0.109375,0.109375
path_b05,train,158,"('32', '86', '1', '1', '1', '6', 3.0)",4,1,42.16843085745378,42.844469672559455,0.6760388151056773,0.203125,0.140625,0.0625
path_b05,train,159,"('32', '86', '1', '1', '2', '6', 3.0)",4,1,42.23299085936153,43.25527907076892,1.0222882114073926,0.203125,0.171875,0.03125
path_b05,train,167,"('32', '86', '2', '0', '2', '5', 2.5)",26,8,42.27682652714867,44.51672915473936,2.2399026275906877,0.068359375,0.029296875,0.0390625
path_b05,train,169,"('32', '86', '2', '0', '2', '6', 2.5)",4,1,42.840550374842095,43.59018619642311,0.7496358215810162,0.046875,0.078125,-0.03125
path_b05,train,170,"('32', '86', '2', '0', '2', '6', 3.0)",11,3,42.592993583130685,43.84493204165612,1.2519384585254372,0.0625,0.0625,0.0
path_b05,train,171,"('32', '86', '2', '0', '3', '5', 2.5)",5,1,43.074081779113385,44.317498308407,1.2434165292936186,0.03125,0.0,0.03125
path_b05,train,174,"('32', '86', '2', '0', '3', '6', 3.0)",8,2,43.506209518001576,44.06014853352321,0.5539390155216353,0.0390625,0.046875,-0.0078125
path_b05,train,175,"('32', '86', '3', '0', '3', '5', 2.5)",13,4,43.29601605649311,44.545092350493796,1.2490762940006874,0.01953125,0.0078125,0.01171875
