primary_key,split,matched_group_count,matched_state_count,mean_low_minus_high,median_low_minus_high,positive_group_count,positive_group_rate
path_b05,train,119,1561,0.05070617990786059,0.03125,99,0.8319327731092437
path_b05,validation,51,385,0.04826899509803921,0.03125,42,0.8235294117647058
path_b05,test,47,380,0.03880762411347518,0.0234375,35,0.7446808510638298
path_b05,all,155,2770,0.05091366045339637,0.03125,131,0.8451612903225807
