graph_family,attack_type,turn,mean_giant_fraction,mean_efficiency_fraction,mean_cumulative_loss,mean_repair_cost_to_target,threshold_crossed_rate,irreversible_rate
scale_free,random_failure,14,1.0,0.9800440467341937,0.02015922495746955,0.0,0.0,0.0
scale_free,random_failure,15,1.0,0.9784993835181677,0.0217369750723249,0.0,0.0,0.0
scale_free,random_failure,16,1.0,0.9768638715466467,0.023410522388346067,0.0,0.0,0.0
scale_free,random_failure,17,1.0,0.9752020485448106,0.02511239831907061,0.0,0.0,0.0
scale_free,random_failure,18,1.0,0.9735273587925269,0.02683127416410221,0.0,0.0,0.0
scale_free,random_failure,19,1.0,0.9717011587641432,0.02870890317632725,0.0,0.0,0.0
scale_free,random_failure,20,1.0,0.9706134239586851,0.029829062360576208,0.0,0.0,0.0
scale_free,random_failure,21,1.0,0.9691906797254531,0.03129632817827801,0.0,0.0,0.0
scale_free,random_failure,22,1.0,0.9675634605826633,0.032977155138537065,0.0,0.0,0.0
scale_free,random_failure,23,1.0,0.9659043924566691,0.03469243515208373,0.0,0.0,0.0
scale_free,random_failure,24,1.0,0.964057875818127,0.036605832008187726,0.0,0.0,0.0
scale_free,random_failure,25,1.0,0.9622400409594777,0.03849307918740825,0.0,0.0,0.0
scale_free,random_failure,26,1.0,0.960700517861262,0.04009517723357929,0.0,0.0,0.0
scale_free,random_failure,27,1.0,0.9585363129084031,0.04235027400486374,0.0,0.0,0.0
scale_free,random_failure,28,1.0,0.9569225316960193,0.04403549765087867,0.0,0.0,0.0
scale_free,random_failure,29,1.0,0.9553180564193559,0.0457147340973871,0.0,0.0,0.0
scale_free,random_failure,30,1.0,0.9537196344015619,0.04738941578625832,0.0,0.0,0.0
scale_free,random_failure,31,1.0,0.9520865285695811,0.04910302122350738,0.0,0.0,0.0
scale_free,random_failure,32,1.0,0.9506120379867519,0.05065325545860006,0.0,0.0,0.0
scale_free,random_failure,33,1.0,0.9490120835464592,0.05233980307379326,0.0,0.0,0.0
scale_free,random_failure,34,1.0,0.9472710218508071,0.05417705337739403,0.0,0.0,0.0
scale_free,random_failure,35,1.0,0.9457416049807081,0.055791692107626835,0.0,0.0,0.0
scale_free,random_failure,36,1.0,0.9439762757819641,0.05765974294694278,0.0,0.0,0.0
scale_free,random_failure,37,1.0,0.9422796741093292,0.05945879472522086,0.0,0.0,0.0
scale_free,random_failure,38,1.0,0.9406367473059389,0.061205123474727334,0.0,0.0,0.0
scale_free,random_failure,39,1.0,0.9389289841519891,0.06302179572488102,0.0,0.0,0.0
scale_free,random_failure,40,1.0,0.9371860690709326,0.06487967252604353,0.0,0.0,0.0
scale_free,random_failure,41,1.0,0.9354962948081037,0.0666839456513804,0.0,0.0,0.0
scale_free,random_failure,42,1.0,0.9333552075599266,0.06897451058233899,0.0,0.0,0.0
scale_free,random_failure,43,1.0,0.9315638534644485,0.0708958551503583,0.0,0.0,0.0
scale_free,random_failure,44,1.0,0.9296562696775923,0.07294658464869679,0.0,0.0,0.0
scale_free,random_failure,45,1.0,0.927697114376738,0.07505652917248827,0.0,0.0,0.0
scale_free,random_failure,46,1.0,0.9258301237236304,0.07707132641100999,0.0,0.0,0.0
scale_free,random_failure,47,1.0,0.923789157372309,0.07927871995543484,0.0,0.0,0.0
scale_free,random_failure,48,1.0,0.922167906893844,0.08103464726549263,0.0,0.0,0.0
scale_free,random_failure,49,1.0,0.9201700540335088,0.08320550421930385,0.0,0.0,0.0
scale_free,random_failure,50,1.0,0.9180395134976139,0.08552140537415044,0.0,0.0,0.0
scale_free,random_failure,51,1.0,0.9161551191719289,0.08757603441045701,0.0,0.0,0.0
