graph_family,attack_type,turn,mean_giant_fraction,mean_efficiency_fraction,mean_cumulative_loss,mean_repair_cost_to_target,threshold_crossed_rate,irreversible_rate
scale_free,random_failure,94,0.9986979166666666,0.8187656978296536,0.19999806696341152,0.0,0.0,0.0
scale_free,random_failure,95,0.9986979166666666,0.8163877799204259,0.20290718811715783,0.0,0.0,0.0
scale_free,random_failure,96,0.9973958333333334,0.8124576921692638,0.2077707313301594,0.0,0.0,0.0
scale_free,targeted_degree_attack,0,1.0,1.0,0.0,0.0,0.0,0.0
scale_free,targeted_degree_attack,1,1.0,0.9988536957358134,0.0011469849046907667,0.0,0.0,0.0
scale_free,targeted_degree_attack,2,1.0,0.9978089296686304,0.002193527428750816,0.0,0.0,0.0
scale_free,targeted_degree_attack,3,1.0,0.9965253842036818,0.003480832937052911,0.0,0.0,0.0
scale_free,targeted_degree_attack,4,1.0,0.9953792996731013,0.004631622984515706,0.0,0.0,0.0
scale_free,targeted_degree_attack,5,1.0,0.9941030332235532,0.0059148346614672775,0.0,0.0,0.0
scale_free,targeted_degree_attack,6,1.0,0.9925983978876972,0.007429954458820086,0.0,0.0,0.0
scale_free,targeted_degree_attack,7,1.0,0.9911853213670888,0.00885515340444763,0.0,0.0,0.0
scale_free,targeted_degree_attack,8,1.0,0.9894963721663226,0.010560801940683096,0.0,0.0,0.0
scale_free,targeted_degree_attack,9,1.0,0.9877327684729561,0.012345047181958049,0.0,0.0,0.0
scale_free,targeted_degree_attack,10,1.0,0.9860802270624388,0.014019356900487638,0.0,0.0,0.0
scale_free,targeted_degree_attack,11,1.0,0.984312166098115,0.01581483412495105,0.0,0.0,0.0
scale_free,targeted_degree_attack,12,1.0,0.9825983292252749,0.017558265726230687,0.0,0.0,0.0
scale_free,targeted_degree_attack,13,1.0,0.9806318736418094,0.01956109909572185,0.0,0.0,0.0
scale_free,targeted_degree_attack,14,1.0,0.9787256037136877,0.021508110929422276,0.0,0.0,0.0
scale_free,targeted_degree_attack,15,1.0,0.9769498663797868,0.0233249598145598,0.0,0.0,0.0
scale_free,targeted_degree_attack,16,1.0,0.9749725983883207,0.02535172898331331,0.0,0.0,0.0
scale_free,targeted_degree_attack,17,1.0,0.9732495347035632,0.02712087789970573,0.0,0.0,0.0
scale_free,targeted_degree_attack,18,1.0,0.9712310807414183,0.02919793054567187,0.0,0.0,0.0
scale_free,targeted_degree_attack,19,1.0,0.9692475849971004,0.031243864563816583,0.0,0.0,0.0
scale_free,targeted_degree_attack,20,1.0,0.967406165393898,0.03314492747785368,0.0,0.0,0.0
scale_free,targeted_degree_attack,21,1.0,0.9654322489287503,0.0351865817699646,0.0,0.0,0.0
scale_free,targeted_degree_attack,22,1.0,0.9636670416872691,0.03701659320707326,0.0,0.0,0.0
scale_free,targeted_degree_attack,23,1.0,0.96169178991684,0.039068493539206335,0.0,0.0,0.0
scale_free,targeted_degree_attack,24,1.0,0.9597909203869293,0.0410475098138146,0.0,0.0,0.0
scale_free,targeted_degree_attack,25,1.0,0.9577450025569195,0.04318242361718571,0.0,0.0,0.0
scale_free,targeted_degree_attack,26,1.0,0.9557408596228943,0.04527705409324462,0.0,0.0,0.0
scale_free,targeted_degree_attack,27,1.0,0.9536117163569275,0.04750826805126971,0.0,0.0,0.0
scale_free,targeted_degree_attack,28,1.0,0.9516296691002945,0.04959045615653293,0.0,0.0,0.0
scale_free,targeted_degree_attack,29,0.9986979166666666,0.9482165620783835,0.053206579529403976,0.0,0.0,0.0
scale_free,targeted_degree_attack,30,0.9973958333333334,0.9449168941191979,0.056708588044017065,0.0,0.0,0.0
scale_free,targeted_degree_attack,31,0.9973958333333334,0.9430970103351449,0.05863648113871887,0.0,0.0,0.0
scale_free,targeted_degree_attack,32,0.9973958333333334,0.9410855210749545,0.06077143302985689,0.0,0.0,0.0
scale_free,targeted_degree_attack,33,0.99609375,0.937486611325978,0.0646232685980299,0.0,0.0,0.0
scale_free,targeted_degree_attack,34,0.99609375,0.9354086175630387,0.06684463760754923,0.0,0.0,0.0
scale_free,targeted_degree_attack,35,0.9947916666666666,0.9318605249659887,0.07063988175016742,0.0,0.0,0.0
scale_free,targeted_degree_attack,36,0.9934895833333334,0.9284520525019717,0.07431081557566162,0.0,0.0,0.0
scale_free,targeted_degree_attack,37,0.9934895833333334,0.9263829599687449,0.07654083918459102,0.0,0.0,0.0
scale_free,targeted_degree_attack,38,0.9895833333333334,0.9203535866513084,0.08307037581166116,0.0,0.0,0.0
scale_free,targeted_degree_attack,39,0.98828125,0.9171042090442882,0.0865998190206395,0.0,0.0,0.0
scale_free,targeted_degree_attack,40,0.98828125,0.9151184619341165,0.0887649342858507,0.0,0.0,0.0
scale_free,targeted_degree_attack,41,0.98828125,0.9131474100932627,0.09092369722184805,0.0,0.0,0.0
scale_free,targeted_degree_attack,42,0.98828125,0.9111555173384694,0.09310680747241988,0.0,0.0,0.0
scale_free,targeted_degree_attack,43,0.98828125,0.908927453113826,0.09554980722764944,0.0,0.0,0.0
scale_free,targeted_degree_attack,44,0.98828125,0.9065845182693796,0.09813313013196234,0.0,0.0,0.0
scale_free,targeted_degree_attack,45,0.98828125,0.9044305846631345,0.10050920431302128,0.0,0.0,0.0
scale_free,targeted_degree_attack,46,0.98828125,0.9022772853149492,0.10288942657438314,0.0,0.0,0.0
scale_free,targeted_degree_attack,47,0.98828125,0.9005069080374027,0.10485544152368749,0.0,0.0,0.0
scale_free,targeted_degree_attack,48,0.9856770833333334,0.8958656017726456,0.10998805193672252,0.0,0.0,0.0
scale_free,targeted_degree_attack,49,0.9856770833333334,0.8938629994972981,0.1122259338482086,0.0,0.0,0.0
scale_free,targeted_degree_attack,50,0.9856770833333334,0.8917024671435111,0.1146421704580014,0.0,0.0,0.0
scale_free,targeted_degree_attack,51,0.9856770833333334,0.8896069532216417,0.11699492018938268,0.0,0.0,0.0
scale_free,targeted_degree_attack,52,0.984375,0.8860735609824313,0.12098908761634869,0.0,0.0,0.0
scale_free,targeted_degree_attack,53,0.9830729166666666,0.8826638565656509,0.12485500914860277,0.0,0.0,0.0
scale_free,targeted_degree_attack,54,0.9830729166666666,0.8804632260229476,0.1273514256777401,0.0,0.0,0.0
scale_free,targeted_degree_attack,55,0.9817708333333334,0.877146335213337,0.13111708214520448,0.0,0.0,0.0
scale_free,targeted_degree_attack,56,0.98046875,0.8735249138679114,0.13527292686590708,0.0,0.0,0.0
scale_free,targeted_degree_attack,57,0.98046875,0.8712651204540692,0.13786012893935154,0.0,0.0,0.0
scale_free,targeted_degree_attack,58,0.9791666666666666,0.8675796947586732,0.14210619024472373,0.0,0.0,0.0
scale_free,targeted_degree_attack,59,0.9791666666666666,0.865019716130904,0.14506199795320524,0.0,0.0,0.0
scale_free,targeted_degree_attack,60,0.9791666666666666,0.8628550507341606,0.14756767855390884,0.0,0.0,0.0
scale_free,targeted_degree_attack,61,0.9778645833333334,0.8595716256333708,0.15138606225820622,0.0,0.0,0.0
scale_free,targeted_degree_attack,62,0.9778645833333334,0.8571487751453466,0.15420544101351785,0.0,0.0,0.0
scale_free,targeted_degree_attack,63,0.9765625,0.8532206061582256,0.15879046349097334,0.0,0.0,0.0
scale_free,targeted_degree_attack,64,0.9752604166666666,0.849404755900002,0.16325579759057296,0.0,0.0,0.0
scale_free,targeted_degree_attack,65,0.97265625,0.844621726973866,0.16890523534650334,0.0,0.0,0.0
scale_free,targeted_degree_attack,66,0.97265625,0.84247713945661,0.17145130010160123,0.0,0.0,0.0
scale_free,targeted_degree_attack,67,0.97265625,0.8400179000462904,0.17437334156106513,0.0,0.0,0.0
scale_free,targeted_degree_attack,68,0.97265625,0.8373953138944937,0.17749788778694628,0.0,0.0,0.0
scale_free,targeted_degree_attack,69,0.9713541666666666,0.8339120330245948,0.18167121489994423,0.0,0.0,0.0
scale_free,targeted_degree_attack,70,0.96875,0.8292374791174177,0.1873156049210223,0.0,0.0,0.0
scale_free,targeted_degree_attack,71,0.9661458333333334,0.8243240379266257,0.19330328734267196,0.0,0.0,0.0
scale_free,targeted_degree_attack,72,0.96484375,0.8206620181092735,0.19777266592504758,0.0,0.0,0.0
scale_free,targeted_degree_attack,73,0.9635416666666666,0.8168654661579423,0.20240718646076883,0.0,0.0,0.0
scale_free,targeted_degree_attack,74,0.9635416666666666,0.8147679113351037,0.2049828677793564,0.0,0.0,0.0
scale_free,targeted_degree_attack,75,0.9622395833333334,0.8110523887501254,0.2095592961294406,0.0,0.0,0.0
scale_free,targeted_degree_attack,76,0.9622395833333334,0.8083572581243628,0.21288454141805868,0.0,0.0,0.0
scale_free,targeted_degree_attack,77,0.95703125,0.8009812743939716,0.22197365099408897,0.0,0.0,0.0
scale_free,targeted_degree_attack,78,0.95703125,0.7986199446363625,0.22492478340688318,0.0,0.0,0.0
scale_free,targeted_degree_attack,79,0.9557291666666666,0.7947450748959284,0.22978127274370944,0.0,0.0,0.0
scale_free,targeted_degree_attack,80,0.9557291666666666,0.7923332636933932,0.232823298753259,0.0,0.0,0.0
scale_free,targeted_degree_attack,81,0.9544270833333334,0.788466475283455,0.23773213990332084,0.0,0.08333333333333333,0.0
scale_free,targeted_degree_attack,82,0.9544270833333334,0.7855668243135203,0.2414215189754297,0.0,0.25,0.0
scale_free,targeted_degree_attack,83,0.9544270833333334,0.7827243702285789,0.2450468214333467,0.0,0.3333333333333333,0.0
scale_free,targeted_degree_attack,84,0.953125,0.7789162368126182,0.24991115399714103,0.0,0.5,0.0
scale_free,targeted_degree_attack,85,0.9518229166666666,0.7751619635143435,0.25471508892907274,0.0,0.6666666666666666,0.0
scale_free,targeted_degree_attack,86,0.9505208333333334,0.771260193803565,0.2597565737473833,0.0,0.9166666666666666,0.0
scale_free,targeted_degree_attack,87,0.9466145833333334,0.7648166267674985,0.2681553250421968,0.0,1.0,0.0
scale_free,targeted_degree_attack,88,0.9466145833333334,0.7623551604062806,0.2713832203184463,0.0,1.0,0.0
scale_free,targeted_degree_attack,89,0.9453125,0.758642122142919,0.27626802893312646,0.0,1.0,0.0
scale_free,targeted_degree_attack,90,0.9440104166666666,0.7546829888794827,0.28152086551816896,0.0,1.0,0.0
scale_free,targeted_degree_attack,91,0.9427083333333334,0.7506642411371894,0.2868907049490256,0.0,1.0,0.0
scale_free,targeted_degree_attack,92,0.94140625,0.7468175828884346,0.2920533947086502,0.0,1.0,0.0
scale_free,targeted_degree_attack,93,0.94140625,0.7441826527898114,0.2955865410834769,0.0,1.0,0.0
scale_free,targeted_degree_attack,94,0.9401041666666666,0.7400760406170334,0.30113487601079114,0.0,1.0,0.0
scale_free,targeted_degree_attack,95,0.9375,0.7351914046418294,0.30779914092357646,0.0,1.0,0.0
scale_free,targeted_degree_attack,96,0.9375,0.7321537819555218,0.31194303870696133,0.0,1.0,0.0
small_world,random_failure,0,1.0,1.0,0.0,0.0,0.0,0.0
small_world,random_failure,1,1.0,0.9931783989006061,0.006875264306626078,0.0,0.0,0.0
small_world,random_failure,2,1.0,0.988153897406124,0.011953600576807605,0.0,0.0,0.0
small_world,random_failure,3,1.0,0.9848194045781459,0.015331097122999203,0.0,0.0,0.0
small_world,random_failure,4,1.0,0.9782167828817531,0.022136272081742025,0.0,0.0,0.0
small_world,random_failure,5,1.0,0.9712400054089154,0.02929809060530314,0.0,0.0,0.0
small_world,random_failure,6,1.0,0.9662391438836478,0.03449426934837519,0.0,0.0,0.0
small_world,random_failure,7,1.0,0.9641070183249684,0.03670721908171644,0.0,0.0,0.0
small_world,random_failure,8,1.0,0.9596391098111448,0.04136868255906496,0.0,0.0,0.0
small_world,random_failure,9,1.0,0.9572214274126046,0.04390794727497665,0.0,0.0,0.0
small_world,random_failure,10,1.0,0.9502912517207741,0.05126330168557685,0.0,0.0,0.0
small_world,random_failure,11,1.0,0.9470466967675316,0.05474184177486351,0.0,0.0,0.0
small_world,random_failure,12,1.0,0.9412920917279287,0.06080750572783045,0.0,0.0,0.0
small_world,random_failure,13,1.0,0.9380287495633969,0.06428321437609343,0.0,0.0,0.0
small_world,random_failure,14,1.0,0.9326635565194049,0.07003588433839213,0.0,0.0,0.0
small_world,random_failure,15,1.0,0.9278384099615581,0.07521866375409901,0.0,0.0,0.0
small_world,random_failure,16,1.0,0.9243086359954352,0.07908873819354677,0.0,0.0,0.0
small_world,random_failure,17,1.0,0.9202515016187571,0.08355342462714305,0.0,0.0,0.0
small_world,random_failure,18,1.0,0.9150123837916421,0.08918555424996295,0.0,0.0,0.0
small_world,random_failure,19,1.0,0.9119017660766139,0.09257903990724599,0.0,0.0,0.0
small_world,random_failure,20,1.0,0.9045756374957361,0.10069350438969558,0.0,0.0,0.0
small_world,random_failure,21,0.9986979166666666,0.9003496878475789,0.10541094588734064,0.0,0.0,0.0
small_world,random_failure,22,0.9986979166666666,0.8959131730819693,0.11039213469147068,0.0,0.0,0.0
small_world,random_failure,23,0.9986979166666666,0.8868319724898632,0.12064544289574136,0.0,0.0,0.0
small_world,random_failure,24,0.9986979166666666,0.8760978099501942,0.13330243304794068,0.0,0.0,0.0
small_world,random_failure,25,0.9986979166666666,0.8707881126589155,0.13929220848217153,0.0,0.0,0.0
small_world,random_failure,26,0.9986979166666666,0.8664384666778403,0.14428126100383146,0.0,0.0,0.0
small_world,random_failure,27,0.9986979166666666,0.8614478509409064,0.1499944953734529,0.0,0.0,0.0
small_world,random_failure,28,0.9986979166666666,0.8563882984769827,0.15587044703254635,0.0,0.0,0.0
small_world,random_failure,29,0.9986979166666666,0.8498615349079786,0.1635798897984659,0.0,0.08333333333333333,0.0
small_world,random_failure,30,0.9986979166666666,0.8431884096964573,0.17169923662224698,0.0,0.16666666666666666,0.0
small_world,random_failure,31,0.9986979166666666,0.8351541851309475,0.1815310247741363,0.0,0.16666666666666666,0.0
small_world,random_failure,32,0.9986979166666666,0.8310664054864244,0.18641295617703432,0.0,0.16666666666666666,0.0
small_world,random_failure,33,0.9973958333333334,0.8266989118826938,0.19181159690875937,0.0,0.16666666666666666,0.0
small_world,random_failure,34,0.99609375,0.8209126414281419,0.19890482485368147,0.0,0.16666666666666666,0.0
small_world,random_failure,35,0.9947916666666666,0.8154679375996824,0.20556967606335255,0.0,0.25,0.0
small_world,random_failure,36,0.9947916666666666,0.8103431186820914,0.21190397617847964,0.0,0.25,0.0
small_world,random_failure,37,0.9934895833333334,0.8031294356599177,0.2208038275963027,0.0,0.25,0.0
small_world,random_failure,38,0.9908854166666666,0.7961437986192372,0.22972221980180585,0.0,0.25,0.0
small_world,random_failure,39,0.9908854166666666,0.7892907826558289,0.23853587945715657,0.0,0.25,0.0
small_world,random_failure,40,0.9908854166666666,0.7846393372424374,0.24445822611285764,0.0,0.25,0.0
small_world,random_failure,41,0.9908854166666666,0.7779475251332112,0.25300662887818703,0.0,0.25,0.0
small_world,random_failure,42,0.9869791666666666,0.7679212831652027,0.26604167662556844,0.0,0.4166666666666667,0.0
small_world,random_failure,43,0.9869791666666666,0.7583105986704922,0.2792322825929008,0.0,0.5,0.0
small_world,random_failure,44,0.9869791666666666,0.7519863499445113,0.2876599390569549,0.0,0.5833333333333334,0.0
small_world,random_failure,45,0.9856770833333334,0.7460764457531602,0.2955653353476975,0.0,0.6666666666666666,0.0
small_world,random_failure,46,0.9817708333333334,0.7385540266668279,0.30591387229325145,0.0,0.6666666666666666,0.0
small_world,random_failure,47,0.9817708333333334,0.7307709513264303,0.3168116677185628,0.0,0.8333333333333334,0.0
small_world,random_failure,48,0.98046875,0.7200232548197204,0.3318355247802036,0.0,1.0,0.0
small_world,random_failure,49,0.9713541666666666,0.7078792565211596,0.35056063601545334,0.0,1.0,0.0
small_world,random_failure,50,0.9713541666666666,0.6988407389325104,0.3639916615242665,0.0,1.0,0.0
small_world,random_failure,51,0.9596354166666666,0.6849450312778324,0.3845924575568958,0.0,1.0,0.0
small_world,random_failure,52,0.9596354166666666,0.6721954080668348,0.4028452985481173,0.0,1.0,0.0
small_world,random_failure,53,0.95703125,0.6606270287824558,0.420029244788443,0.0,1.0,0.0
small_world,random_failure,54,0.953125,0.652921257984076,0.43241838663271776,0.0,1.0,0.0
small_world,random_failure,55,0.9505208333333334,0.6406502862042437,0.45138779554572955,0.0,1.0,0.0
small_world,random_failure,56,0.9010416666666666,0.6151904496341125,0.49929542350179634,0.08333333333333333,1.0,0.0
small_world,random_failure,57,0.8828125,0.5988747240831899,0.5265261331819034,0.08333333333333333,1.0,0.0
small_world,random_failure,58,0.8776041666666666,0.587018679772679,0.5460111372970461,0.08333333333333333,1.0,0.0
small_world,random_failure,59,0.875,0.5756557835546761,0.5677625149301905,0.08333333333333333,1.0,0.0
small_world,random_failure,60,0.8619791666666666,0.5593347793472159,0.5964770445669481,0.16666666666666666,1.0,0.0
small_world,random_failure,61,0.8606770833333334,0.5467101839375516,0.6186863297262588,0.16666666666666666,1.0,0.0
small_world,random_failure,62,0.828125,0.52448226089255,0.6643407142220673,0.25,1.0,0.0
small_world,random_failure,63,0.80859375,0.5092098078374563,0.6955098486414326,0.3333333333333333,1.0,0.0
small_world,random_failure,64,0.8033854166666666,0.49961587346429487,0.7162039789611329,0.3333333333333333,1.0,0.0
small_world,random_failure,65,0.7942708333333334,0.48344274251714087,0.7510659640748475,0.5,1.0,0.0
small_world,random_failure,66,0.7916666666666666,0.4735914484907358,0.7728670042835041,0.5,1.0,0.0
small_world,random_failure,67,0.7721354166666666,0.4562239389711354,0.8095645664600254,0.5833333333333334,1.0,0.0
small_world,random_failure,68,0.7330729166666666,0.4372055908249542,0.8523413263210777,0.6666666666666666,1.0,0.0
small_world,random_failure,69,0.68359375,0.4092200680282771,0.9201047756694621,0.8333333333333334,1.0,0.0
small_world,random_failure,70,0.6731770833333334,0.39500271516377766,0.9575672769572238,1.0,1.0,0.0
small_world,random_failure,71,0.6666666666666666,0.38915694454557487,0.9756370273485789,1.0833333333333333,1.0,0.0
small_world,random_failure,72,0.6341145833333334,0.3684084673535027,1.0352317393371773,1.3333333333333333,1.0,0.0
small_world,random_failure,73,0.5885416666666666,0.3465462320091586,1.0990292870345553,1.5833333333333333,1.0,0.0
small_world,random_failure,74,0.546875,0.32741146159975404,1.157923151003407,2.0,1.0,0.08333333333333333
small_world,random_failure,75,0.5286458333333334,0.3134193979473466,1.2017151616348092,2.0833333333333335,1.0,0.08333333333333333
small_world,random_failure,76,0.4830729166666667,0.29624781161736996,1.2633455367676414,2.3333333333333335,1.0,0.16666666666666666
small_world,random_failure,77,0.4791666666666667,0.28946465009134664,1.2868461340409911,2.4166666666666665,1.0,0.16666666666666666
small_world,random_failure,78,0.47265625,0.27655312772164864,1.3293508549889472,2.6666666666666665,1.0,0.16666666666666666
small_world,random_failure,79,0.4583333333333333,0.2656152573902821,1.370105549373245,2.9166666666666665,1.0,0.25
small_world,random_failure,80,0.44140625,0.2531646844597871,1.4119763026749252,3.25,1.0,0.25
small_world,random_failure,81,0.4296875,0.24598049440216274,1.4455895309581424,3.5833333333333335,1.0,0.3333333333333333
small_world,random_failure,82,0.4231770833333333,0.23952485276009247,1.47471408309171,3.75,1.0,0.3333333333333333
small_world,random_failure,83,0.41796875,0.23640585458046673,1.4902621345607072,3.9166666666666665,1.0,0.4166666666666667
small_world,random_failure,84,0.4049479166666667,0.22791969895097508,1.52553172456729,4.166666666666667,1.0,0.5
small_world,random_failure,85,0.3997395833333333,0.2205889821539294,1.5588071512799813,4.5,1.0,0.5
small_world,random_failure,86,0.3854166666666667,0.20769212486482747,1.6129137237564903,4.916666666666667,1.0,0.5833333333333334
small_world,random_failure,87,0.37109375,0.19926356681842192,1.6482016709164438,5.25,1.0,0.5833333333333334
small_world,random_failure,88,0.3684895833333333,0.19349174288620208,1.675248403527385,5.333333333333333,1.0,0.5833333333333334
small_world,random_failure,89,0.3372395833333333,0.18081544056079968,1.7408873195987908,5.666666666666667,1.0,0.5833333333333334
small_world,random_failure,90,0.2981770833333333,0.16918546703776402,1.805289088088587,6.416666666666667,1.0,0.6666666666666666
small_world,random_failure,91,0.2786458333333333,0.15997840840318056,1.8642272061380194,7.166666666666667,1.0,0.75
small_world,random_failure,92,0.2552083333333333,0.15015078796179937,1.9259325535137428,7.833333333333333,1.0,0.9166666666666666
small_world,random_failure,93,0.25,0.14508728141517294,1.9626486041479267,8.583333333333334,1.0,0.9166666666666666
small_world,random_failure,94,0.2421875,0.13907882645250322,2.006084586033329,9.166666666666666,1.0,0.9166666666666666
small_world,random_failure,95,0.22265625,0.12970242613129823,2.0698339456321535,9.75,1.0,1.0
small_world,random_failure,96,0.21223958333333334,0.12185072433657945,2.1257069094211043,10.083333333333334,1.0,1.0
small_world,targeted_degree_attack,0,1.0,1.0,0.0,0.0,0.0,0.0
small_world,targeted_degree_attack,1,1.0,0.9914445911370394,0.008617604524314848,0.0,0.0,0.0
small_world,targeted_degree_attack,2,1.0,0.9803875120086464,0.019853931822707442,0.0,0.0,0.0
small_world,targeted_degree_attack,3,1.0,0.9704522266959055,0.03007806827800419,0.0,0.0,0.0
small_world,targeted_degree_attack,4,1.0,0.9623238349547544,0.03850110667290792,0.0,0.0,0.0
small_world,targeted_degree_attack,5,1.0,0.9549741242570634,0.04621953435817838,0.0,0.0,0.0
small_world,targeted_degree_attack,6,0.9986979166666666,0.9467956557960716,0.05484300075291241,0.0,0.0,0.0
small_world,targeted_degree_attack,7,0.9986979166666666,0.9362317674036791,0.06611212899592016,0.0,0.0,0.0
small_world,targeted_degree_attack,8,0.9986979166666666,0.9251321185807676,0.078203958837931,0.0,0.0,0.0
small_world,targeted_degree_attack,9,0.9947916666666666,0.9146103332244202,0.08973339565844846,0.0,0.0,0.0
small_world,targeted_degree_attack,10,0.9921875,0.9040331993916016,0.10129166666700441,0.0,0.0,0.0
small_world,targeted_degree_attack,11,0.9895833333333334,0.8947272702384805,0.11160590297131771,0.0,0.0,0.0
small_world,targeted_degree_attack,12,0.98828125,0.8877954930113944,0.1195634842124708,0.0,0.0,0.0
small_world,targeted_degree_attack,13,0.98828125,0.8811092894925902,0.12703906435023746,0.0,0.0,0.0
small_world,targeted_degree_attack,14,0.9869791666666666,0.8726774800478956,0.13666164454474586,0.0,0.0,0.0
small_world,targeted_degree_attack,15,0.9856770833333334,0.8612694542536993,0.14996495941775345,0.0,0.0,0.0
small_world,targeted_degree_attack,16,0.9856770833333334,0.8506935951964062,0.1624100550864256,0.0,0.0,0.0
small_world,targeted_degree_attack,17,0.9856770833333334,0.8396262156781753,0.17554543566841999,0.0,0.0,0.0
small_world,targeted_degree_attack,18,0.9856770833333334,0.8301069877450735,0.18714933219310212,0.0,0.08333333333333333,0.0
small_world,targeted_degree_attack,19,0.9856770833333334,0.8218208513302497,0.19731847855514584,0.0,0.08333333333333333,0.0
small_world,targeted_degree_attack,20,0.9830729166666666,0.812759132154434,0.20832330088829246,0.0,0.25,0.0
small_world,targeted_degree_attack,21,0.98046875,0.8041811655854869,0.21899292474533108,0.0,0.3333333333333333,0.0
small_world,targeted_degree_attack,22,0.9765625,0.7911789302707244,0.23533892881546611,0.0,0.5,0.0
small_world,targeted_degree_attack,23,0.9765625,0.7843465244387594,0.24447101913084154,0.0,0.5,0.0
small_world,targeted_degree_attack,24,0.9765625,0.7685688942836583,0.2657890295801061,0.0,0.5,0.0
small_world,targeted_degree_attack,25,0.9739583333333334,0.7615636857964337,0.2749010577853063,0.0,0.5,0.0
small_world,targeted_degree_attack,26,0.9713541666666666,0.7501911831565781,0.28995131880561026,0.0,0.6666666666666666,0.0
small_world,targeted_degree_attack,27,0.9700520833333334,0.7410063301458755,0.302129994639564,0.0,0.6666666666666666,0.0
small_world,targeted_degree_attack,28,0.9674479166666666,0.7307073344080511,0.31614361445593825,0.0,0.75,0.0
small_world,targeted_degree_attack,29,0.9674479166666666,0.7250771186176984,0.3239017371064385,0.0,0.9166666666666666,0.0
small_world,targeted_degree_attack,30,0.9674479166666666,0.7148281829968095,0.33827920286919855,0.0,0.9166666666666666,0.0
small_world,targeted_degree_attack,31,0.9557291666666666,0.6976277854312705,0.3627671192915669,0.0,1.0,0.0
small_world,targeted_degree_attack,32,0.953125,0.6839955676148931,0.38345914126408515,0.0,1.0,0.0
small_world,targeted_degree_attack,33,0.9479166666666666,0.6763343378013819,0.39461187393977964,0.0,1.0,0.0
small_world,targeted_degree_attack,34,0.9466145833333334,0.6687259778588727,0.4055824750361687,0.0,1.0,0.0
small_world,targeted_degree_attack,35,0.9427083333333334,0.6591089062683734,0.4197553707898503,0.0,1.0,0.0
small_world,targeted_degree_attack,36,0.94140625,0.6487347595202512,0.43590790550470787,0.0,1.0,0.0
small_world,targeted_degree_attack,37,0.9375,0.6400812871895397,0.4496742732262587,0.0,1.0,0.0
small_world,targeted_degree_attack,38,0.9348958333333334,0.6328251516361724,0.4616699668141219,0.0,1.0,0.0
small_world,targeted_degree_attack,39,0.8997395833333334,0.6070176792546966,0.5050324073983165,0.0,1.0,0.0
small_world,targeted_degree_attack,40,0.8919270833333334,0.5952636752063118,0.5262077791427825,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,41,0.890625,0.589205116816911,0.5362435468703519,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,42,0.8880208333333334,0.5822796096297346,0.547433049335183,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,43,0.8880208333333334,0.5748445092683526,0.5603945122395553,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,44,0.8854166666666666,0.5675660872220704,0.5727278658359555,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,45,0.8815104166666666,0.5591782420470855,0.5874985927593667,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,46,0.8776041666666666,0.5524927077769279,0.5994035573868768,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,47,0.8684895833333334,0.5430719497756732,0.6171084946333377,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,48,0.85546875,0.5313503304529688,0.6388400659319814,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,49,0.8541666666666666,0.5169357832895691,0.6674526539691,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,50,0.8502604166666666,0.5070084689778752,0.6856630706267103,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,51,0.83984375,0.49557990764867754,0.707718876080642,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,52,0.8359375,0.4858664754338338,0.7274422977307614,0.08333333333333333,1.0,0.0
small_world,targeted_degree_attack,53,0.8072916666666666,0.4687054463485481,0.7661975647252568,0.3333333333333333,1.0,0.0
small_world,targeted_degree_attack,54,0.8020833333333334,0.4627943256864477,0.7788447192311131,0.3333333333333333,1.0,0.0
small_world,targeted_degree_attack,55,0.7708333333333334,0.446133685304954,0.8177889293531813,0.4166666666666667,1.0,0.0
small_world,targeted_degree_attack,56,0.7591145833333334,0.4329882130454972,0.8471086550351955,0.4166666666666667,1.0,0.0
small_world,targeted_degree_attack,57,0.7513020833333334,0.42190239057753004,0.8710498431417824,0.4166666666666667,1.0,0.0
small_world,targeted_degree_attack,58,0.734375,0.4054673321892793,0.9101337273836991,0.5833333333333334,1.0,0.0
small_world,targeted_degree_attack,59,0.70703125,0.3939626659088373,0.942811325903896,0.75,1.0,0.0
small_world,targeted_degree_attack,60,0.6770833333333334,0.3794933241671505,0.9817701854128238,0.9166666666666666,1.0,0.0
small_world,targeted_degree_attack,61,0.64453125,0.36444426175628747,1.0248116619511287,1.1666666666666667,1.0,0.0
small_world,targeted_degree_attack,62,0.640625,0.35858486490118113,1.040461507487155,1.1666666666666667,1.0,0.0
small_world,targeted_degree_attack,63,0.6223958333333334,0.3464160641884922,1.07650652293993,1.5,1.0,0.0
small_world,targeted_degree_attack,64,0.6041666666666666,0.33632751907019753,1.106258437962252,1.6666666666666667,1.0,0.0
