graph_family,seed,attack_type,L_metric,repair_cost_method,turn,removed_edges,giant_fraction,efficiency_fraction,L_cumulative_loss,M_budget,target_giant_size,repair_cost_to_target,threshold_crossed,irreversible
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,69,69,0.984375,0.8449732798931151,0.16845027355319725,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,70,70,0.984375,0.8427521710086799,0.17108234877080458,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,71,71,0.984375,0.8395290581162289,0.17491418946473508,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,72,72,0.984375,0.8370240480961889,0.17790247760768083,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,73,73,0.984375,0.8351035404141582,0.1801995613227097,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,74,74,0.984375,0.8330995323981265,0.18260215728083745,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,75,75,0.984375,0.8312625250500975,0.1848096193961497,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,76,76,0.984375,0.8279225116900445,0.18883571389162399,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,77,77,0.984375,0.8267535070140262,0.19024868520116875,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,78,78,0.984375,0.8241148964595841,0.1934453213422115,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,79,79,0.984375,0.8216766867067458,0.1964082864728678,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,80,80,0.96875,0.8035404141616561,0.2187277974196021,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,81,81,0.96875,0.8008684034736137,0.22205863570602072,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,82,82,0.96875,0.798313293253173,0.2252541605171621,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,83,83,0.96875,0.7963760855043424,0.22768373548963478,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,84,84,0.96875,0.7927521710086852,0.23224462698819945,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,85,85,0.96875,0.7899298597194403,0.2358111226279714,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,86,86,0.96875,0.7858884435537759,0.24094042594674553,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,87,87,0.96875,0.7827154308617257,0.244986083453549,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,88,88,0.96875,0.7789412157648656,0.24981969710780588,4,48,0,False,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,89,89,0.96875,0.7766867067468296,0.2527182187450625,4,48,0,True,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,90,90,0.96875,0.7749331997328016,0.25497844723685636,4,48,0,True,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,91,91,0.96875,0.7735971943887806,0.2567039615445868,4,48,0,True,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,92,92,0.96875,0.771292585170344,0.25968748950684983,4,48,0,True,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,93,93,0.96875,0.7665998663994702,0.26579030031241263,4,48,0,True,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,94,94,0.96875,0.7644121576486353,0.2686481619169692,4,48,0,True,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,95,95,0.96875,0.7623914495658032,0.2712951418600676,4,48,0,True,False
er,7,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,96,96,0.96875,0.7592518370073533,0.27542175555660026,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,0,0,1.0,1.0,-0.0,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,1,1,1.0,0.999014211780169,0.0009862744285969987,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,2,2,1.0,0.997371231413784,0.002632229865621647,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,3,3,1.0,0.9949067608642069,0.005106253888546576,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,4,4,1.0,0.9933459295161411,0.006676307510248864,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,5,5,1.0,0.9923601412963101,0.007669191920791798,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,6,6,1.0,0.9908814589665639,0.009160369398665734,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,7,7,1.0,0.9892384786001789,0.010819845385205059,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,8,8,1.0,0.9873490511788361,0.012731653456809853,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,9,9,1.0,0.9850488786658971,0.015064016030166032,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,10,10,1.0,0.9838987924094276,0.01623224046209274,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,11,11,1.0,0.9815986198964887,0.018572791559846057,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,12,12,1.0,0.9798734905117843,0.020331806965026164,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,13,13,1.0,0.9776554670171648,0.02259795422716098,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,14,14,1.0,0.9762589337057376,0.024027426827102828,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,15,15,1.0,0.9745338043210334,0.025796071748498114,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,16,16,1.0,0.9725622278813719,0.02782121799796514,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,17,17,1.0,0.9699334592951567,0.030527808502491437,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,18,18,1.0,0.968947671075326,0.031544671567825755,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,19,19,1.0,0.9658260083791945,0.03477157654186072,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,20,20,1.0,0.9630658013636689,0.03763353996108075,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,21,21,1.0,0.9617514170705609,0.03899926392158915,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,22,22,1.0,0.9597798406308987,0.04105135349716163,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,23,23,1.0,0.9586297543744293,0.04225035333248782,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,24,24,1.0,0.9577261151729177,0.04319343419011567,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,25,25,1.0,0.9553437936416599,0.04568400994141079,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,26,26,1.0,0.9540294093485521,0.04706078059962162,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,27,27,1.0,0.9509898956707403,0.05025184144509486,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,28,28,1.0,0.949839809414271,0.05146193027497093,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,29,29,1.0,0.9482789780662055,0.053106539358621335,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,30,30,0.984375,0.9285303540622639,0.07415220721887066,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,31,31,0.984375,0.9268873736958789,0.07592321627115609,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,32,32,0.984375,0.9241764560913439,0.07885225577703642,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,33,33,0.984375,0.9226156247432782,0.08054257244656689,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,34,34,0.984375,0.9202333032120207,0.08312805063982517,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,35,35,0.984375,0.9170294914975711,0.08661564639487018,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,36,36,0.984375,0.9158794052411021,0.08787057664203059,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,37,37,0.984375,0.9143185738930365,0.0895762191400118,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,38,38,0.984375,0.9124291464716938,0.09164484424248272,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,39,39,0.984375,0.9096360798488402,0.09471067171149423,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,40,40,0.984375,0.9064322681343897,0.09823896957722696,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,41,41,0.984375,0.9047892877680049,0.10005319358717643,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,42,42,0.984375,0.9033927544565777,0.10159787609866908,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,43,43,0.984375,0.9002710917604472,0.10505934794621113,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,44,44,0.984375,0.897313727100955,0.10834972656606001,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,45,45,0.984375,0.8951778526246553,0.11073286243271671,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,46,46,0.96875,0.8759549823379562,0.13244057939142234,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,47,47,0.96875,0.8737369588433367,0.1349759110466918,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,48,48,0.96875,0.872093978476952,0.13685808739755884,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,49,49,0.96875,0.8694159204797453,0.1399336485641156,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,50,50,0.96875,0.8675264930584029,0.14210922807885407,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,51,51,0.96875,0.8649798734905073,0.1450490399619855,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,52,52,0.96875,0.8628439990142077,0.14752137015516595,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,53,53,0.96875,0.8612831676661422,0.14933194631755195,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,54,54,0.96875,0.8598044853363962,0.15105025821293463,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,55,55,0.96875,0.8571757167501807,0.15411234435352786,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,56,56,0.96875,0.8550398422738806,0.15660721198034594,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,57,57,0.96875,0.8527396697609426,0.15930097178672795,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,58,58,0.96875,0.8500780415673999,0.1624271201036806,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,59,59,0.96875,0.8483529121826959,0.16445855973819645,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,60,60,0.96875,0.8469563788712691,0.16610608639859475,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,61,61,0.96875,0.8453133985048844,0.16804783458150513,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,62,62,0.96875,0.8430132259919462,0.17077263190769007,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,63,63,0.96875,0.8415345436622002,0.17252821609018415,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,64,64,0.96875,0.8391850817382702,0.17532399882370378,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,65,65,0.96875,0.837788548426843,0.17698953918658297,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,66,66,0.96875,0.8353240778772661,0.17993551221100398,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,67,67,0.96875,0.8323174238067828,0.18354139192225902,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,68,68,0.96875,0.8300994003121629,0.1862098259498349,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,69,69,0.96875,0.8270598866343511,0.1898781722702581,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,70,70,0.96875,0.824841863139732,0.19256359206336418,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,71,71,0.96875,0.8236096278649435,0.19405861391996795,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,72,72,0.96875,0.8219173580875673,0.1961154265865669,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,73,73,0.96875,0.819945781647906,0.198517060851436,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,74,74,0.96875,0.8179742052082444,0.2009244768518476,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,75,75,0.96875,0.8154604452476759,0.2040023617789847,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,76,76,0.96875,0.8134888688080145,0.20642303550453284,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,77,77,0.96875,0.8104329253265393,0.21018669838514575,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,78,78,0.96875,0.8085434979051971,0.2125208006636408,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,79,79,0.953125,0.7901914072126816,0.2354800752569836,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,80,80,0.953125,0.7878912346997431,0.23839522568164806,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,81,81,0.953125,0.7856732112051242,0.24121433483138335,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,82,82,0.953125,0.7841945288753784,0.24309816584375638,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,83,83,0.953125,0.7820093649880867,0.24588856282044352,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,84,84,0.953125,0.7809414277499368,0.24725512843378178,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,85,85,0.953125,0.7793805964018714,0.24925578194571438,4,48,0,False,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,86,86,0.953125,0.7779019140721253,0.25115483720922044,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,87,87,0.953125,0.7751088474492714,0.2547518111690916,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,88,88,0.953125,0.7727265259180139,0.2578300757616076,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,89,89,0.953125,0.7696048632218837,0.2618780604953518,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,90,90,0.953125,0.7681261808921377,0.2638012612932715,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,91,91,0.953125,0.7656124209315697,0.2670792151876801,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,92,92,0.953125,0.7634765464552699,0.26987287325595277,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,93,93,0.953125,0.7615049700156081,0.2724585800554701,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,94,94,0.953125,0.7575453873326216,0.2776718261227933,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,95,95,0.953125,0.754785180317096,0.28132209960060645,4,48,0,True,False
er,8,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,96,96,0.953125,0.7501848352912206,0.2874356557599071,4,48,0,True,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,0,0,1.0,1.0,-0.0,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,1,1,1.0,0.9990029910269193,0.0009975063171254136,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,2,2,1.0,0.9976736457294779,0.002329064436638271,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,3,3,1.0,0.9966766367563972,0.0033288978810364373,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,4,4,1.0,0.9948487869724155,0.005164526264639052,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,5,5,1.0,0.9931871053506143,0.0068362083657369024,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,6,6,1.0,0.991525423728813,0.008510689667909178,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,7,7,1.0,0.9896975739448317,0.010355863386091393,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,8,8,1.0,0.9883682286473904,0.01169994960994563,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,9,9,1.0,0.9877035559986699,0.012372670792396224,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,10,10,1.0,0.9858757062146882,0.014224990931348339,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,11,11,1.0,0.9834662678630762,0.016671939796043464,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,12,12,1.0,0.9819707544034549,0.018193752737696633,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,13,13,1.0,0.9806414091060139,0.0195484223208682,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,14,14,1.0,0.9798105682951134,0.02039602365996714,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,15,15,1.0,0.9783150548354917,0.021923518865319153,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,16,16,1.0,0.97665337321369,0.023623476775768322,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,17,17,1.0,0.9753240279162488,0.024985526871416155,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,18,18,1.0,0.9733300099700873,0.027032086808042265,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,19,19,1.0,0.9710867397806555,0.029339484319403013,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,20,20,1.0,0.9700066467264848,0.030452355212840215,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,21,21,1.0,0.9683449651046834,0.032166886280080985,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,22,22,1.0,0.9664340312396119,0.0341422379766379,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,23,23,1.0,0.9642738451312699,0.036379952999385304,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,24,24,1.0,0.9622798271851085,0.03844998996420366,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,25,25,1.0,0.9604519774011272,0.04035129552357024,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,26,26,1.0,0.9591226321036858,0.04173633729623235,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,27,27,1.0,0.9577102027251545,0.043210049148926774,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,28,28,1.0,0.954885343968092,0.04616400438118106,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,29,29,1.0,0.9528913260219297,0.04825441538541806,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,30,30,1.0,0.9513958125623084,0.04982509633660128,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,31,31,1.0,0.9496510468594167,0.0516606809610848,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,32,32,1.0,0.9483217015619757,0.05306148665328774,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,33,33,1.0,0.9464107676969041,0.05507858885002925,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,34,34,1.0,0.9447490860751028,0.05683590412521854,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,35,35,1.0,0.9435028248587517,0.05815592015707972,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,36,36,1.0,0.9410103024260498,0.06080119107619127,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,37,37,1.0,0.939182452642068,0.06274551338557861,4,48,0,False,False
er,9,targeted_degree_attack,global_efficiency_log_loss,greedy_restore_removed_edges_to_giant_component_target,38,38,1.0,0.937437686939177,0.06460499061149563,4,48,0,False,False
