model,feature_count,selected_C,validation_code_grouped_log_loss,test_code_grouped_log_loss
B0,6,10.0,0.4308335583370486,0.44415557633740593
B1,16,10.0,0.4262165402661336,0.4378165943656195
B1_hazard,19,10.0,0.424296239170531,0.4353854729057006
B1_SP_scalar,17,10.0,0.4219023121120137,0.4314816105752455
B1_SP_terms,19,10.0,0.42111726195277854,0.4336776467934155
B1_SP_bundle,20,10.0,0.420949447677359,0.43242446094923914
B1_hazard_SP_scalar,20,10.0,0.42072557913846903,0.42998198208333627
