row_id,graph_id,q_id,split,q,n,m,edge_density,mean_degree,degree_variance,degree_s,degree_t,shortest_st_path_length,bridge_count,st_bridge_count,algebraic_connectivity,laplacian_spectral_radius,effective_resistance_st,betweenness_mean,betweenness_max,betweenness_std,kappa,N_kappa,N_kappa_plus_1,N_kappa_plus_2,cutset_subset_tests,cutset_count_status,q_power_kappa,q_power_kappa_plus_1,q_power_kappa_plus_2,N_kappa_q_kappa,N_kappa_plus_1_q,N_kappa_plus_2_q,H_cut_2,log1p_H_cut_2
g_n12_m24_k3_001_q02,g_n12_m24_k3_001,q02,train,0.36,12,24,0.36363636363636365,4.0,0.5,4,5,2,0,0,0.6883584150891587,7.0417956036918845,0.6384105960264898,0.09090909090909093,0.25696969696969696,0.07444088090918631,3,1,1,3,55154,exact,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.046655999999999996,0.016796159999999997,0.018139852799999998,0.08159201279999999,0.07843404166391156
g_n12_m24_k3_002_q00,g_n12_m24_k3_002,q00,train,0.12,12,24,0.36363636363636365,4.0,0.5,5,5,2,0,0,0.7823051754556795,7.063797485978361,0.6846907074599874,0.08636363636363636,0.213030303030303,0.0677950872837422,3,1,0,7,55154,exact,0.0017279999999999997,0.00020735999999999997,2.4883199999999996e-05,0.0017279999999999997,0.0,0.00017418239999999997,0.0019021823999999998,0.001900375542011368
g_n12_m24_k3_002_q01,g_n12_m24_k3_002,q01,train,0.24,12,24,0.36363636363636365,4.0,0.5,5,5,2,0,0,0.7823051754556795,7.063797485978361,0.6846907074599874,0.08636363636363636,0.213030303030303,0.0677950872837422,3,1,0,7,55154,exact,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.013823999999999998,0.0,0.005573836799999999,0.0193978368,0.019212096888984596
g_n12_m24_k3_002_q02,g_n12_m24_k3_002,q02,train,0.36,12,24,0.36363636363636365,4.0,0.5,5,5,2,0,0,0.7823051754556795,7.063797485978361,0.6846907074599874,0.08636363636363636,0.213030303030303,0.0677950872837422,3,1,0,7,55154,exact,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.046655999999999996,0.0,0.042326323199999995,0.08898232319999999,0.08524361167950321
g_n12_m24_k3_003_q00,g_n12_m24_k3_003,q00,validation,0.12,12,24,0.36363636363636365,4.0,1.0,4,3,3,0,0,0.7611270479086352,7.4269830853850864,0.9433500852553176,0.08484848484848484,0.21333333333333332,0.07182255026564112,3,2,1,4,55154,exact,0.0017279999999999997,0.00020735999999999997,2.4883199999999996e-05,0.0034559999999999994,0.00020735999999999997,9.953279999999998e-05,0.0037628927999999993,0.003755830828970435
g_n12_m24_k3_003_q01,g_n12_m24_k3_003,q01,validation,0.24,12,24,0.36363636363636365,4.0,1.0,4,3,3,0,0,0.7611270479086352,7.4269830853850864,0.9433500852553176,0.08484848484848484,0.21333333333333332,0.07182255026564112,3,2,1,4,55154,exact,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.027647999999999995,0.0033177599999999995,0.0031850495999999995,0.03415080959999999,0.03358061612804407
g_n12_m24_k3_003_q02,g_n12_m24_k3_003,q02,validation,0.36,12,24,0.36363636363636365,4.0,1.0,4,3,3,0,0,0.7611270479086352,7.4269830853850864,0.9433500852553176,0.08484848484848484,0.21333333333333332,0.07182255026564112,3,2,1,4,55154,exact,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.09331199999999999,0.016796159999999997,0.024186470399999997,0.13429463039999998,0.1260109867269932
g_n12_m24_k3_004_q00,g_n12_m24_k3_004,q00,test,0.12,12,24,0.36363636363636365,4.0,0.8333333333333334,4,5,1,0,0,0.734220798843763,7.52882081959294,0.5440619545768903,0.08636363636363636,0.2739393939393939,0.08829360473256105,3,1,1,3,55154,exact,0.0017279999999999997,0.00020735999999999997,2.4883199999999996e-05,0.0017279999999999997,0.00020735999999999997,7.464959999999998e-05,0.0020100096,0.00200799223353561
g_n12_m24_k3_004_q01,g_n12_m24_k3_004,q01,test,0.24,12,24,0.36363636363636365,4.0,0.8333333333333334,4,5,1,0,0,0.734220798843763,7.52882081959294,0.5440619545768903,0.08636363636363636,0.2739393939393939,0.08829360473256105,3,1,1,3,55154,exact,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.013823999999999998,0.0033177599999999995,0.0023887871999999995,0.019530547199999998,0.019342273506494874
g_n12_m24_k3_004_q02,g_n12_m24_k3_004,q02,test,0.36,12,24,0.36363636363636365,4.0,0.8333333333333334,4,5,1,0,0,0.734220798843763,7.52882081959294,0.5440619545768903,0.08636363636363636,0.2739393939393939,0.08829360473256105,3,1,1,3,55154,exact,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.046655999999999996,0.016796159999999997,0.018139852799999998,0.08159201279999999,0.07843404166391156
g_n14_m28_k2_000_q00,g_n14_m28_k2_000,q00,train,0.12,14,28,0.3076923076923077,4.0,0.5714285714285714,4,4,4,0,0,0.36034412138599936,7.526011460254794,1.3776609177346582,0.10256410256410255,0.3388888888888889,0.11037303582839547,2,1,0,7,24129,exact,0.0144,0.0017279999999999997,0.00020735999999999997,0.0144,0.0,0.0014515199999999998,0.01585152,0.015727196744263212
g_n14_m28_k2_000_q01,g_n14_m28_k2_000,q01,train,0.24,14,28,0.3076923076923077,4.0,0.5714285714285714,4,4,4,0,0,0.36034412138599936,7.526011460254794,1.3776609177346582,0.10256410256410255,0.3388888888888889,0.11037303582839547,2,1,0,7,24129,exact,0.0576,0.013823999999999998,0.0033177599999999995,0.0576,0.0,0.023224319999999996,0.08082431999999999,0.07772400926117033
g_n14_m28_k2_000_q02,g_n14_m28_k2_000,q02,train,0.36,14,28,0.3076923076923077,4.0,0.5714285714285714,4,4,4,0,0,0.36034412138599936,7.526011460254794,1.3776609177346582,0.10256410256410255,0.3388888888888889,0.11037303582839547,2,1,0,7,24129,exact,0.1296,0.046655999999999996,0.016796159999999997,0.1296,0.0,0.11757311999999998,0.24717311999999997,0.22087948625207532
g_n14_m28_k2_001_q00,g_n14_m28_k2_001,q00,train,0.12,14,28,0.3076923076923077,4.0,0.5714285714285714,3,3,4,0,0,0.4223055630410021,7.554964857657184,1.3832341507006833,0.0934065934065934,0.28675213675213673,0.10014631712992626,2,1,2,2,24129,exact,0.0144,0.0017279999999999997,0.00020735999999999997,0.0144,0.0034559999999999994,0.00041471999999999993,0.01827072,0.01810581597672223
g_n14_m28_k2_001_q01,g_n14_m28_k2_001,q01,train,0.24,14,28,0.3076923076923077,4.0,0.5714285714285714,3,3,4,0,0,0.4223055630410021,7.554964857657184,1.3832341507006833,0.0934065934065934,0.28675213675213673,0.10014631712992626,2,1,2,2,24129,exact,0.0576,0.013823999999999998,0.0033177599999999995,0.0576,0.027647999999999995,0.006635519999999999,0.09188352,0.08790420496675316
g_n14_m28_k2_001_q02,g_n14_m28_k2_001,q02,train,0.36,14,28,0.3076923076923077,4.0,0.5714285714285714,3,3,4,0,0,0.4223055630410021,7.554964857657184,1.3832341507006833,0.0934065934065934,0.28675213675213673,0.10014631712992626,2,1,2,2,24129,exact,0.1296,0.046655999999999996,0.016796159999999997,0.1296,0.09331199999999999,0.033592319999999995,0.25650432,0.2283335161173663
g_n14_m28_k2_002_q00,g_n14_m28_k2_002,q00,train,0.12,14,28,0.3076923076923077,4.0,1.2857142857142858,4,3,2,0,0,0.39528548206052316,7.428797066024712,0.9960197886215421,0.09798534798534798,0.3493589743589743,0.10788666017003674,2,1,1,2,24129,exact,0.0144,0.0017279999999999997,0.00020735999999999997,0.0144,0.0017279999999999997,0.00041471999999999993,0.01654272,0.0164073797649045
g_n14_m28_k2_002_q01,g_n14_m28_k2_002,q01,train,0.24,14,28,0.3076923076923077,4.0,1.2857142857142858,4,3,2,0,0,0.39528548206052316,7.428797066024712,0.9960197886215421,0.09798534798534798,0.3493589743589743,0.10788666017003674,2,1,1,2,24129,exact,0.0576,0.013823999999999998,0.0033177599999999995,0.0576,0.013823999999999998,0.006635519999999999,0.07805952,0.07516268432067455
g_n14_m28_k2_002_q02,g_n14_m28_k2_002,q02,train,0.36,14,28,0.3076923076923077,4.0,1.2857142857142858,4,3,2,0,0,0.39528548206052316,7.428797066024712,0.9960197886215421,0.09798534798534798,0.3493589743589743,0.10788666017003674,2,1,1,2,24129,exact,0.1296,0.046655999999999996,0.016796159999999997,0.1296,0.046655999999999996,0.033592319999999995,0.20984831999999998,0.19049499637910758
g_n14_m28_k2_003_q00,g_n14_m28_k2_003,q00,test,0.12,14,28,0.3076923076923077,4.0,1.1428571428571428,5,5,1,0,0,0.42145451037318926,7.465263838407281,0.6720923092667458,0.09065934065934066,0.3004273504273504,0.11088389079574545,2,1,0,1,24129,exact,0.0144,0.0017279999999999997,0.00020735999999999997,0.0144,0.0,0.00020735999999999997,0.01460736,0.014501700214423662
g_n14_m28_k2_003_q01,g_n14_m28_k2_003,q01,test,0.24,14,28,0.3076923076923077,4.0,1.1428571428571428,5,5,1,0,0,0.42145451037318926,7.465263838407281,0.6720923092667458,0.09065934065934066,0.3004273504273504,0.11088389079574545,2,1,0,1,24129,exact,0.0576,0.013823999999999998,0.0033177599999999995,0.0576,0.0,0.0033177599999999995,0.06091776,0.05913434484631436
g_n14_m28_k2_003_q02,g_n14_m28_k2_003,q02,test,0.36,14,28,0.3076923076923077,4.0,1.1428571428571428,5,5,1,0,0,0.42145451037318926,7.465263838407281,0.6720923092667458,0.09065934065934066,0.3004273504273504,0.11088389079574545,2,1,0,1,24129,exact,0.1296,0.046655999999999996,0.016796159999999997,0.1296,0.0,0.016796159999999997,0.14639616,0.13662324791002525
g_n14_m28_k2_004_q00,g_n14_m28_k2_004,q00,validation,0.12,14,28,0.3076923076923077,4.0,1.4285714285714286,4,6,2,0,0,0.39444947782099854,7.345500381436792,0.8178176785975064,0.09706959706959707,0.34615384615384615,0.10883875030284612,2,1,0,4,24129,exact,0.0144,0.0017279999999999997,0.00020735999999999997,0.0144,0.0,0.0008294399999999999,0.01522944,0.01511463620954977
g_n14_m28_k2_004_q01,g_n14_m28_k2_004,q01,validation,0.24,14,28,0.3076923076923077,4.0,1.4285714285714286,4,6,2,0,0,0.39444947782099854,7.345500381436792,0.8178176785975064,0.09706959706959707,0.34615384615384615,0.10883875030284612,2,1,0,4,24129,exact,0.0576,0.013823999999999998,0.0033177599999999995,0.0576,0.0,0.013271039999999998,0.07087104,0.06847237338464654
g_n14_m28_k2_004_q02,g_n14_m28_k2_004,q02,validation,0.36,14,28,0.3076923076923077,4.0,1.4285714285714286,4,6,2,0,0,0.39444947782099854,7.345500381436792,0.8178176785975064,0.09706959706959707,0.34615384615384615,0.10883875030284612,2,1,0,4,24129,exact,0.1296,0.046655999999999996,0.016796159999999997,0.1296,0.0,0.06718463999999999,0.19678463999999998,0.17963849393111744
g_n14_m28_k3_000_q00,g_n14_m28_k3_000,q00,train,0.12,14,28,0.3076923076923077,4.0,0.42857142857142855,4,5,2,0,0,0.6467052032500668,7.038371700888993,0.7620143214677053,0.08241758241758239,0.21346153846153848,0.0680233782358111,3,1,1,7,122031,exact,0.0017279999999999997,0.00020735999999999997,2.4883199999999996e-05,0.0017279999999999997,0.00020735999999999997,0.00017418239999999997,0.0021095423999999995,0.0021073204397621345
g_n14_m28_k3_000_q01,g_n14_m28_k3_000,q01,train,0.24,14,28,0.3076923076923077,4.0,0.42857142857142855,4,5,2,0,0,0.6467052032500668,7.038371700888993,0.7620143214677053,0.08241758241758239,0.21346153846153848,0.0680233782358111,3,1,1,7,122031,exact,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.013823999999999998,0.0033177599999999995,0.005573836799999999,0.022715596799999998,0.02246143932466807
g_n14_m28_k3_000_q02,g_n14_m28_k3_000,q02,train,0.36,14,28,0.3076923076923077,4.0,0.42857142857142855,4,5,2,0,0,0.6467052032500668,7.038371700888993,0.7620143214677053,0.08241758241758239,0.21346153846153848,0.0680233782358111,3,1,1,7,122031,exact,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.046655999999999996,0.016796159999999997,0.042326323199999995,0.1057784832,0.10054959660252294
g_n14_m28_k3_001_q00,g_n14_m28_k3_001,q00,train,0.12,14,28,0.3076923076923077,4.0,0.8571428571428571,4,6,3,0,0,0.5746181728508182,7.808429970942834,0.792917405583334,0.08882783882783882,0.24348290598290598,0.07572542590324263,3,1,2,6,122031,exact,0.0017279999999999997,0.00020735999999999997,2.4883199999999996e-05,0.0017279999999999997,0.00041471999999999993,0.00014929919999999997,0.0022920192,0.002289396530701175
g_n14_m28_k3_001_q01,g_n14_m28_k3_001,q01,train,0.24,14,28,0.3076923076923077,4.0,0.8571428571428571,4,6,3,0,0,0.5746181728508182,7.808429970942834,0.792917405583334,0.08882783882783882,0.24348290598290598,0.07572542590324263,3,1,2,6,122031,exact,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.013823999999999998,0.006635519999999999,0.004777574399999999,0.025237094399999993,0.02492389745172192
g_n14_m28_k3_001_q02,g_n14_m28_k3_001,q02,train,0.36,14,28,0.3076923076923077,4.0,0.8571428571428571,4,6,3,0,0,0.5746181728508182,7.808429970942834,0.792917405583334,0.08882783882783882,0.24348290598290598,0.07572542590324263,3,1,2,6,122031,exact,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.046655999999999996,0.033592319999999995,0.036279705599999997,0.11652802559999997,0.11022389328174446
g_n14_m28_k3_002_q00,g_n14_m28_k3_002,q00,test,0.12,14,28,0.3076923076923077,4.0,0.7142857142857143,4,4,3,0,0,0.5780347737340046,7.2918697142216455,1.0269347649031848,0.09065934065934064,0.19328449328449326,0.07057708917105208,3,1,2,9,122031,exact,0.0017279999999999997,0.00020735999999999997,2.4883199999999996e-05,0.0017279999999999997,0.00041471999999999993,0.00022394879999999997,0.0023666688,0.002363872650233504
g_n14_m28_k3_002_q01,g_n14_m28_k3_002,q01,test,0.24,14,28,0.3076923076923077,4.0,0.7142857142857143,4,4,3,0,0,0.5780347737340046,7.2918697142216455,1.0269347649031848,0.09065934065934064,0.19328449328449326,0.07057708917105208,3,1,2,9,122031,exact,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.013823999999999998,0.006635519999999999,0.007166361599999999,0.027625881599999992,0.02725117239029115
g_n14_m28_k3_002_q02,g_n14_m28_k3_002,q02,test,0.36,14,28,0.3076923076923077,4.0,0.7142857142857143,4,4,3,0,0,0.5780347737340046,7.2918697142216455,1.0269347649031848,0.09065934065934064,0.19328449328449326,0.07057708917105208,3,1,2,9,122031,exact,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.046655999999999996,0.033592319999999995,0.05441955839999999,0.13466787839999997,0.12633998996254175
g_n14_m28_k3_003_q00,g_n14_m28_k3_003,q00,train,0.12,14,28,0.3076923076923077,4.0,0.7142857142857143,3,5,2,0,0,0.6379799856270336,7.482801229313575,0.8345421945082726,0.0815018315018315,0.21709401709401713,0.07562730168253923,3,2,0,8,122031,exact,0.0017279999999999997,0.00020735999999999997,2.4883199999999996e-05,0.0034559999999999994,0.0,0.00019906559999999997,0.003655065599999999,0.003648402079862656
g_n14_m28_k3_003_q01,g_n14_m28_k3_003,q01,train,0.24,14,28,0.3076923076923077,4.0,0.7142857142857143,3,5,2,0,0,0.6379799856270336,7.482801229313575,0.8345421945082726,0.0815018315018315,0.21709401709401713,0.07562730168253923,3,2,0,8,122031,exact,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.027647999999999995,0.0,0.006370099199999999,0.03401809919999999,0.033452279994938626
g_n14_m28_k3_003_q02,g_n14_m28_k3_003,q02,train,0.36,14,28,0.3076923076923077,4.0,0.7142857142857143,3,5,2,0,0,0.6379799856270336,7.482801229313575,0.8345421945082726,0.0815018315018315,0.21709401709401713,0.07562730168253923,3,2,0,8,122031,exact,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.09331199999999999,0.0,0.04837294079999999,0.1416849408,0.1325051894581216
g_n14_m28_k3_004_q00,g_n14_m28_k3_004,q00,validation,0.12,14,28,0.3076923076923077,4.0,1.1428571428571428,3,3,3,0,0,0.6325373457759218,7.962799704431109,1.1125258475329804,0.08424908424908426,0.23916361416361415,0.08196038197506038,3,3,0,6,122031,exact,0.0017279999999999997,0.00020735999999999997,2.4883199999999996e-05,0.005183999999999999,0.0,0.00014929919999999997,0.0053332992,0.005319127525344729
g_n14_m28_k3_004_q01,g_n14_m28_k3_004,q01,validation,0.24,14,28,0.3076923076923077,4.0,1.1428571428571428,3,3,3,0,0,0.6325373457759218,7.962799704431109,1.1125258475329804,0.08424908424908426,0.23916361416361415,0.08196038197506038,3,3,0,6,122031,exact,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.041471999999999995,0.0,0.004777574399999999,0.04624957439999999,0.0452119360353243
g_n14_m28_k3_004_q02,g_n14_m28_k3_004,q02,validation,0.36,14,28,0.3076923076923077,4.0,1.1428571428571428,3,3,3,0,0,0.6325373457759218,7.962799704431109,1.1125258475329804,0.08424908424908426,0.23916361416361415,0.08196038197506038,3,3,0,6,122031,exact,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.13996799999999998,0.0,0.036279705599999997,0.17624770559999997,0.1623294613098113
