row_id,graph_id,q_id,split,sample_index,sample_seed,failed_edge_indices,disconnected
g_n12_m24_k2_002_q00,g_n12_m24_k2_002,q00,test,31,1359156594,[21],0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,0,606776542,"[11, 19, 23]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,1,607776545,"[0, 1, 3, 8, 13, 19, 20, 21]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,2,608776548,"[7, 11, 16]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,3,609776551,"[0, 3, 6, 8, 14, 18, 22]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,4,610776554,"[5, 8, 11, 13, 21]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,5,611776557,"[1, 2, 4, 5, 6, 10, 13, 20]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,6,612776560,"[11, 13]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,7,613776563,"[11, 20, 23]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,8,614776566,"[3, 7, 10, 11, 13, 17, 22, 23]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,9,615776569,"[0, 7, 12, 13, 16, 21, 22]",1
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,10,616776572,"[9, 12, 17]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,11,617776575,"[2, 9, 10, 15, 16, 18, 20, 22]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,12,618776578,"[4, 7, 9, 17, 19]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,13,619776581,"[0, 3, 5, 6, 7, 9, 15, 18, 19, 20]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,14,620776584,"[0, 1, 7, 8, 11, 14, 15, 16, 23]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,15,621776587,"[0, 6, 7, 14, 15, 16, 20, 22]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,16,622776590,"[5, 7, 8, 14, 22, 23]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,17,623776593,"[10, 13, 21]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,18,624776596,"[1, 5, 7, 8, 10, 11, 14, 20]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,19,625776599,"[4, 6, 10, 11, 13, 22, 23]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,20,626776602,"[3, 6, 9, 14]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,21,627776605,"[3, 6, 10, 17, 20]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,22,628776608,"[7, 12, 14, 15, 17, 20]",1
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,23,629776611,"[4, 10, 11, 15, 18, 21, 22]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,24,630776614,"[2, 3, 5, 15, 23]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,25,631776617,"[0, 3, 5, 9, 11, 12, 19]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,26,632776620,"[0, 4, 7, 10, 14, 15, 18, 21, 22, 23]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,27,633776623,"[2, 9, 16]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,28,634776626,"[2, 4, 7, 10, 15, 18]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,29,635776629,"[2, 3, 5, 6, 7, 11, 17, 21]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,30,636776632,"[0, 1, 5, 11, 14]",0
g_n12_m24_k2_002_q01,g_n12_m24_k2_002,q01,test,31,637776635,"[1, 6, 7, 11, 14, 18, 19]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,0,4180363879,"[0, 1, 2, 5, 7, 11, 14, 15, 16, 17, 23]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,1,4181363882,"[10, 20, 21]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,2,4182363885,"[3, 11, 14, 16, 23]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,3,4183363888,"[1, 5, 7, 10, 11, 14, 15, 18]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,4,4184363891,"[0, 1, 3, 5, 12, 13, 15, 17, 21, 23]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,5,4185363894,"[4, 8, 9, 11, 15, 17, 19]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,6,4186363897,"[2, 4, 6, 8, 9, 14, 18, 19, 22]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,7,4187363900,"[1, 2, 4, 9, 10, 11, 14, 18, 21]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,8,4188363903,"[4, 7, 8, 10, 16, 20, 22]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,9,4189363906,"[3, 4, 5, 6, 9, 11, 13, 20]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,10,4190363909,"[1, 4, 10, 13, 17, 19, 20, 22]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,11,4191363912,"[0, 4, 5, 6, 10, 12, 15]",1
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,12,4192363915,"[4, 5, 8, 10, 14, 15, 17, 18, 19, 20]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,13,4193363918,"[6, 9, 11, 20, 21, 23]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,14,4194363921,"[2, 4, 6, 13, 17, 20, 22, 23]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,15,4195363924,"[3, 8, 11, 12, 13, 16, 17, 18, 20, 23]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,16,4196363927,"[2, 6, 7, 8, 9, 13, 15, 17]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,17,4197363930,"[5, 6, 9, 10, 11, 14, 17, 18, 19, 21, 23]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,18,4198363933,"[1, 6, 9, 11, 14, 15, 16, 21, 22]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,19,4199363936,"[1, 6, 15, 18, 20]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,20,4200363939,"[4, 6, 16, 17, 19, 21]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,21,4201363942,"[1, 4, 6, 8, 10, 11, 18, 21]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,22,4202363945,"[6, 7, 9, 10, 12, 14, 18, 19, 21, 22]",1
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,23,4203363948,"[0, 2, 4, 5, 11, 17, 20]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,24,4204363951,"[2, 5, 8, 12, 15, 18, 20, 22]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,25,4205363954,"[1, 3, 10, 12, 13, 14, 15, 21]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,26,4206363957,"[0, 1, 2, 3, 5, 9, 14, 19, 21, 23]",1
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,27,4207363960,"[7, 9, 10, 14, 16]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,28,4208363963,"[0, 1, 5, 6, 8, 9, 11, 17, 18, 19, 21, 22, 23]",1
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,29,4209363966,"[7, 11, 14, 15, 19, 20, 21, 22]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,30,4210363969,"[0, 9, 11, 13, 16, 17, 18, 20, 21, 22]",0
g_n12_m24_k2_002_q02,g_n12_m24_k2_002,q02,test,31,4211363972,"[1, 4, 10, 13, 14, 15, 20, 21, 22, 23]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,0,1912052784,"[10, 13]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,1,1913052787,"[1, 6]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,2,1914052790,"[3, 13, 16, 21]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,3,1915052793,"[6, 20]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,4,1916052796,"[0, 3, 6]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,5,1917052799,"[16, 21]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,6,1918052802,"[7, 19, 22]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,7,1919052805,"[2, 7, 17]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,8,1920052808,"[2, 22]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,9,1921052811,"[2, 9, 14, 20]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,10,1922052814,"[4, 6, 11, 17, 19]",1
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,11,1923052817,"[2, 8]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,12,1924052820,"[0, 15, 18]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,13,1925052823,"[8, 13, 20]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,14,1926052826,"[4, 7, 8, 9, 13]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,15,1927052829,"[21, 23]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,16,1928052832,"[0, 1, 3, 16, 20]",1
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,17,1929052835,"[8, 15]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,18,1930052838,"[2, 7, 14, 22]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,19,1931052841,"[8, 10, 11, 13, 14, 16]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,20,1932052844,"[0, 13, 20]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,21,1933052847,"[8, 12, 13]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,22,1934052850,"[11, 23]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,23,1935052853,[5],0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,24,1936052856,[16],0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,25,1937052859,[10],0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,26,1938052862,"[4, 23]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,27,1939052865,"[7, 8, 23]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,28,1940052868,"[4, 8]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,29,1941052871,"[2, 8, 15, 20]",0
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,30,1942052874,"[4, 6, 8, 9, 11, 12, 15]",1
g_n12_m24_k2_003_q00,g_n12_m24_k2_003,q00,train,31,1943052877,"[0, 1, 7, 10, 12]",1
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,0,1190672825,"[3, 4, 6, 8, 15, 17, 18, 22]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,1,1191672828,"[3, 11]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,2,1192672831,"[1, 14]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,3,1193672834,"[12, 15, 17, 18, 23]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,4,1194672837,"[6, 18, 19, 21, 22]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,5,1195672840,"[0, 2, 5, 6, 8, 11, 17, 20]",1
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,6,1196672843,"[3, 12, 14, 16, 17, 23]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,7,1197672846,"[0, 11, 12, 14, 23]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,8,1198672849,"[1, 3, 8, 10, 18, 21]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,9,1199672852,"[3, 7, 16]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,10,1200672855,"[1, 7, 11, 12, 14, 15, 16, 20]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,11,1201672858,"[3, 6, 7, 13, 14]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,12,1202672861,"[2, 7, 10, 11, 14, 21]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,13,1203672864,"[3, 4, 5, 8, 9, 16, 22]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,14,1204672867,"[13, 17, 23]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,15,1205672870,"[1, 2, 5, 6, 13, 18, 20]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,16,1206672873,"[5, 7, 8, 9, 15, 18, 20, 22]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,17,1207672876,"[10, 15, 17]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,18,1208672879,"[3, 6, 8, 22]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,19,1209672882,"[1, 4, 9, 11, 15, 18, 20]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,20,1210672885,"[1, 4, 6, 7, 13, 23]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,21,1211672888,"[2, 3, 14]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,22,1212672891,"[0, 4, 5, 6, 11, 12, 13, 16, 19, 23]",1
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,23,1213672894,"[1, 12, 15, 18, 19]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,24,1214672897,"[3, 4, 12, 20, 22]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,25,1215672900,"[1, 2, 3, 8, 16, 17, 18]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,26,1216672903,"[1, 5, 9, 22]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,27,1217672906,"[5, 10, 15, 17, 22]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,28,1218672909,"[4, 8, 15, 17]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,29,1219672912,"[4, 5, 6, 12]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,30,1220672915,"[2, 4, 9, 11, 17, 20, 21]",0
g_n12_m24_k2_003_q01,g_n12_m24_k2_003,q01,train,31,1221672918,"[0, 1, 3, 5, 10, 12, 14, 19]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,0,469292866,"[5, 6, 7, 10, 13, 14, 15, 16, 17, 22, 23]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,1,470292869,"[1, 2, 3, 5, 8, 10, 12, 16, 17, 19, 20]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,2,471292872,"[0, 2, 4, 5, 7, 11, 15, 17, 18, 19, 20, 21, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,3,472292875,"[2, 5, 9, 12, 16, 18, 21, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,4,473292878,"[1, 3, 4, 5, 6, 7, 8, 10, 13, 20]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,5,474292881,"[0, 5, 7, 8, 16, 18, 19, 22, 23]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,6,475292884,"[0, 2, 3, 6, 7, 12, 14, 15, 16, 19, 20, 22, 23]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,7,476292887,"[3, 4, 7, 10, 13, 19, 20, 21]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,8,477292890,"[3, 8, 9, 10, 17, 21]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,9,478292893,"[1, 5, 6, 8, 12, 16, 17, 18, 19, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,10,479292896,"[0, 5, 6, 8, 20, 21, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,11,480292899,"[0, 5, 6, 8, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,12,481292902,"[0, 7, 11, 13, 17, 18, 19, 20, 22, 23]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,13,482292905,"[0, 7, 8, 9, 16, 18, 19, 20, 21, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,14,483292908,"[0, 2, 6, 10, 11, 12, 14, 15, 18]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,15,484292911,"[0, 9, 12, 13, 14, 15, 16, 21]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,16,485292914,"[0, 1, 2, 6, 7, 10, 19, 20, 21, 22]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,17,486292917,"[7, 10, 12, 13, 16, 18]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,18,487292920,"[2, 3, 4, 9, 10, 13, 15, 16, 17, 19, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,19,488292923,"[5, 7, 11, 12, 15, 20, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,20,489292926,"[0, 1, 5, 6, 13, 16, 19, 20, 21, 22, 23]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,21,490292929,"[1, 3, 5, 7, 8, 9, 12, 13, 15, 16, 18, 21]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,22,491292932,"[0, 2, 3, 6, 8, 10, 11, 18, 20]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,23,492292935,"[1, 3, 5, 7, 8, 13, 16, 20, 21]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,24,493292938,"[0, 1, 2, 5, 6, 14, 15, 17, 18, 19, 23]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,25,494292941,"[3, 11, 13, 15, 19, 20, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,26,495292944,"[2, 3, 6, 8, 11, 15, 18, 19, 20]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,27,496292947,"[0, 8, 9, 10, 19, 21, 22]",0
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,28,497292950,"[1, 3, 4, 6, 9, 11, 15]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,29,498292953,"[0, 5, 6, 8, 11, 12, 13, 14, 21, 22]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,30,499292956,"[0, 1, 2, 5, 6, 8, 9, 11, 13, 14, 15, 16, 18, 22]",1
g_n12_m24_k2_003_q02,g_n12_m24_k2_003,q02,train,31,500292959,"[1, 4, 6, 7, 8, 12, 14, 15, 20]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,0,2495949067,"[0, 4, 12, 16]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,1,2496949070,"[1, 2, 5, 12, 15]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,2,2497949073,"[1, 6]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,3,2498949076,"[7, 18]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,4,2499949079,"[3, 8]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,5,2500949082,[0],0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,6,2501949085,"[1, 4, 8, 9]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,7,2502949088,"[9, 10, 12, 14, 22]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,8,2503949091,"[6, 16, 18, 23]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,9,2504949094,"[3, 5, 8, 12]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,10,2505949097,[23],0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,11,2506949100,[16],0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,12,2507949103,"[5, 9, 20, 21]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,13,2508949106,"[0, 5, 8, 13]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,14,2509949109,"[8, 10, 12]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,15,2510949112,"[6, 13, 15, 17, 20]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,16,2511949115,"[6, 10]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,17,2512949118,"[21, 22]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,18,2513949121,"[1, 2, 5, 13]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,19,2514949124,"[14, 23]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,20,2515949127,"[0, 13]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,21,2516949130,"[7, 9, 15, 20, 22]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,22,2517949133,"[17, 20]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,23,2518949136,"[13, 17, 19]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,24,2519949139,"[1, 12, 13, 15, 18]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,25,2520949142,"[3, 6, 7, 8, 18]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,26,2521949145,"[6, 9, 10]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,27,2522949148,"[2, 18, 23]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,28,2523949151,"[0, 5]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,29,2524949154,"[3, 17, 18, 22]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,30,2525949157,"[1, 4, 6, 15, 18]",0
g_n12_m24_k2_004_q00,g_n12_m24_k2_004,q00,train,31,2526949160,"[0, 5, 6, 8, 21]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,0,1774569108,"[4, 6, 10, 18]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,1,1775569111,"[1, 3, 8, 11, 20]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,2,1776569114,"[0, 7, 8, 15, 19, 20]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,3,1777569117,"[8, 14, 16, 17]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,4,1778569120,"[1, 4, 11, 23]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,5,1779569123,"[0, 3, 8, 12, 20]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,6,1780569126,"[10, 15, 17, 19, 21]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,7,1781569129,"[2, 3, 7, 10, 11, 12, 16, 17]",1
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,8,1782569132,"[1, 2, 3, 5, 6, 11, 12, 16, 17, 21, 22]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,9,1783569135,"[0, 1, 4, 10, 11, 18]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,10,1784569138,"[4, 5, 7, 8, 10, 14, 18, 23]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,11,1785569141,"[5, 19, 21, 22]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,12,1786569144,"[18, 19, 23]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,13,1787569147,"[4, 6, 7, 10, 13, 16, 17, 22]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,14,1788569150,"[4, 6, 11, 12, 16, 17, 18, 21]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,15,1789569153,"[1, 2, 3, 7, 8, 14]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,16,1790569156,"[5, 16, 22]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,17,1791569159,"[1, 10, 16, 19, 23]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,18,1792569162,"[0, 2, 11, 12, 14, 15, 16, 17, 18]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,19,1793569165,"[6, 8, 9, 10, 11, 13, 16, 17, 23]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,20,1794569168,"[2, 6, 9, 10, 14, 15, 17, 19]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,21,1795569171,"[3, 4, 10, 16, 22, 23]",1
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,22,1796569174,"[0, 1, 22]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,23,1797569177,"[0, 2, 17, 23]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,24,1798569180,"[1, 2, 7, 9, 10, 16, 20]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,25,1799569183,"[2, 3, 6, 9, 10, 13, 16, 20]",1
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,26,1800569186,"[7, 12, 13, 14, 23]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,27,1801569189,"[2, 6, 11, 12, 13, 15, 19, 20, 21]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,28,1802569192,"[11, 15, 16]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,29,1803569195,"[4, 10, 19]",0
g_n12_m24_k2_004_q01,g_n12_m24_k2_004,q01,train,30,1804569198,"[2, 4, 11, 15, 16, 17]",0
