key_name,split,group_index,match_key,state_count,tail_count,log_tau_min,log_tau_max,log_tau_spread,low_mean_collapse_fraction,high_mean_collapse_fraction,low_minus_high
strict,all,203,"('40', '76', '2', '0', '2', '6')",9,3,38.20584980478694,41.175440236581835,2.9695904317948916,0.16666666666666666,0.08854166666666667,0.07812499999999999
strict,all,204,"('40', '76', '2', '0', '2', '7')",16,5,38.24647640736071,41.1969837571693,2.950507349808589,0.19375,0.115625,0.078125
strict,all,205,"('40', '76', '2', '0', '2', '8')",11,3,37.74585957728528,40.40280833935085,2.656948762065568,0.2708333333333333,0.16666666666666666,0.10416666666666666
strict,all,208,"('40', '80', '2', '0', '2', '7')",21,7,40.02994127534332,42.790637154440084,2.7606958790967653,0.25892857142857145,0.140625,0.11830357142857145
strict,all,209,"('40', '80', '2', '0', '2', '8')",6,2,40.63388334335804,42.26950078894383,1.6356174455857868,0.1796875,0.15625,0.0234375
strict,all,210,"('40', '80', '3', '0', '3', '6')",21,7,42.74038875204428,43.88354341307855,1.1431546610342664,0.05357142857142857,0.03571428571428571,0.017857142857142856
strict,all,211,"('40', '80', '3', '0', '3', '7')",8,2,42.74472789147276,43.82875953465748,1.0840316431847157,0.03125,0.03125,0.0
path_b05,train,0,"('24', '43', '1', '1', '1', '6', 3.0)",11,3,19.754740607365477,21.92435110514967,2.1696104977841912,0.3125,0.22395833333333334,0.08854166666666666
path_b05,train,4,"('24', '43', '2', '0', '2', '5', 2.5)",4,1,21.77292969042089,22.32516493902504,0.5522352486041484,0.203125,0.078125,0.125
path_b05,train,6,"('24', '43', '2', '0', '2', '6', 2.5)",4,1,20.953097933189987,22.33183617294489,1.3787382397549024,0.21875,0.109375,0.109375
path_b05,train,7,"('24', '43', '2', '0', '2', '6', 3.0)",10,3,21.47184371870999,21.989371325109065,0.5175276063990744,0.13020833333333334,0.13020833333333334,0.0
path_b05,train,15,"('24', '45', '2', '0', '2', '5', 2.5)",8,2,23.06884883647023,23.767680324081475,0.698831487611244,0.09375,0.078125,0.015625
path_b05,train,17,"('24', '45', '2', '0', '2', '6', 2.5)",5,1,22.59495946087942,23.77395684367687,1.1789973827974514,0.078125,0.03125,0.046875
path_b05,train,18,"('24', '45', '2', '0', '2', '6', 3.0)",7,2,21.825478920298515,23.243011812567982,1.4175328922694668,0.125,0.0625,0.0625
path_b05,train,24,"('24', '48', '2', '0', '2', '5', 2.5)",7,2,23.641568442263743,24.952312779125926,1.3107443368621823,0.140625,0.0546875,0.0859375
path_b05,train,26,"('24', '48', '2', '0', '2', '6', 3.0)",5,1,23.539394978000733,24.222757729409434,0.6833627514087013,0.125,0.09375,0.03125
path_b05,train,29,"('24', '48', '3', '0', '3', '5', 2.5)",17,5,24.86999400319243,25.748916413858222,0.8789224106657905,0.028125,0.03125,-0.0031249999999999993
path_b05,train,33,"('24', '64', '2', '0', '2', '5', 2.5)",14,4,31.045461945836674,32.202957175185745,1.1574952293490703,0.07421875,0.07421875,0.0
path_b05,train,35,"('24', '64', '2', '0', '3', '5', 2.5)",9,3,31.528371903448434,32.436733221075734,0.9083613176272998,0.041666666666666664,0.026041666666666668,0.015624999999999997
path_b05,train,44,"('24', '68', '2', '0', '2', '5', 2.5)",11,3,32.869901934335466,33.808735676730436,0.9388337423949693,0.041666666666666664,0.03125,0.010416666666666664
path_b05,train,46,"('24', '68', '2', '0', '3', '5', 2.5)",5,1,33.02531463002186,33.88771697798733,0.862402347965471,0.015625,0.015625,0.0
path_b05,train,54,"('24', '72', '2', '0', '3', '5', 2.5)",6,2,34.5301858201118,35.36732712608967,0.8371413059778732,0.0390625,0.03125,0.0078125
path_b05,train,57,"('24', '72', '3', '0', '3', '4', 2.0)",6,2,35.127848421392585,35.785696427589826,0.6578480061972414,0.0,0.0,0.0
path_b05,train,65,"('32', '57', '1', '1', '1', '7', 3.0)",5,1,27.86391816299923,29.44097321517072,1.5770550521714917,0.421875,0.234375,0.1875
path_b05,train,80,"('32', '57', '2', '0', '2', '7', 3.0)",6,2,29.1070993432808,29.63657315745407,0.5294738141732687,0.1796875,0.1484375,0.03125
path_b05,train,90,"('32', '60', '2', '0', '2', '6', 3.0)",12,4,30.27102089724665,32.40018442485557,2.1291635276089167,0.09375,0.09765625,-0.00390625
