row_id,code_id,q_id,split,q,n,k,r,rate,capacity_margin,column_weight,parity_check_density,check_degree_mean,check_degree_variance,check_degree_min,check_degree_max,variable_degree_mean,variable_degree_variance,variable_degree_min,variable_degree_max,check_degree_count_1,variable_degree_count_1,check_degree_count_2,variable_degree_count_2,check_degree_count_3,variable_degree_count_3,check_degree_count_4,variable_degree_count_4,check_degree_count_ge5,variable_degree_count_ge5,stopping_subset_tests,stopping_count_status,min_stopping_order,N_stop_2,N_stop_3,N_stop_4,N_stop_5,dependency_subset_tests,dependency_count_status,min_dependency_order,N_dep_2,N_dep_3,N_dep_4,q_power_2,q_power_3,q_power_4,q_power_5,N_stop_2_q2,N_stop_3_q3,N_stop_4_q4,N_stop_5_q5,N_dep_2_q2,N_dep_3_q3,N_dep_4_q4,H_stop_5,log1p_H_stop_5,H_dep_4,log1p_H_dep_4
code_n24_k12_cw3_006_q02,code_n24_k12_cw3_006,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,6.166666666666667,3.0,13.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,4,4,19,122,12926,exact,2,4,86,884,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.36,0.10799999999999998,0.15389999999999998,0.29645999999999995,0.36,2.3219999999999996,7.160399999999999,0.9183599999999998,0.6514706543648096,9.842399999999998,2.383464373719669
code_n24_k12_cw3_006_q03,code_n24_k12_cw3_006,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,6.166666666666667,3.0,13.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,4,4,19,122,12926,exact,2,4,86,884,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.5184,0.18662399999999998,0.31912704,0.7376873471999998,0.5184,4.012416,14.847805439999998,1.7618383871999999,1.0158965403135283,19.378621439999996,3.0144863827196557
code_n24_k12_cw3_007_q00,code_n24_k12_cw3_007,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,2.6666666666666665,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,3,0,9,0,55430,exact_all,3,0,1,13,73,12926,exact,4,0,0,9,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.0058319999999999995,0.013646879999999998,0.013793846399999999,0.0,0.0,0.009447839999999999,0.033272726399999994,0.03273116923193488,0.009447839999999999,0.009403488292718807
code_n24_k12_cw3_007_q01,code_n24_k12_cw3_007,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,2.6666666666666665,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,3,0,9,0,55430,exact_all,3,0,1,13,73,12926,exact,4,0,0,9,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.013823999999999998,0.043130879999999996,0.05812715519999999,0.0,0.0,0.029859839999999995,0.11508203519999999,0.10892797637603913,0.029859839999999995,0.029422715312235354
code_n24_k12_cw3_007_q02,code_n24_k12_cw3_007,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,2.6666666666666665,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,3,0,9,0,55430,exact_all,3,0,1,13,73,12926,exact,4,0,0,9,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.026999999999999996,0.10529999999999999,0.17738999999999996,0.0,0.0,0.07289999999999999,0.3096899999999999,0.2697904679877342,0.07289999999999999,0.07036526266056348
code_n24_k12_cw3_007_q03,code_n24_k12_cw3_007,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,2.6666666666666665,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,3,0,9,0,55430,exact_all,3,0,1,13,73,12926,exact,4,0,0,9,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.046655999999999996,0.21835007999999997,0.44140308479999996,0.0,0.0,0.15116543999999998,0.7064091647999999,0.5343912589997745,0.15116543999999998,0.14077485529257536
code_n24_k12_cw3_008_q00,code_n24_k12_cw3_008,q00,validation,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,5.5,2.0,9.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,2,0,8,0,55430,exact_all,3,0,2,17,128,12926,exact,4,0,0,10,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.011663999999999999,0.017845919999999998,0.024186470399999997,0.0,0.0,0.0104976,0.05369639039999999,0.05230435397450495,0.0104976,0.010442882796867616
code_n24_k12_cw3_008_q01,code_n24_k12_cw3_008,q01,validation,0.24,24,12,12,0.5,0.26,3,0.25,6.0,5.5,2.0,9.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,2,0,8,0,55430,exact_all,3,0,2,17,128,12926,exact,4,0,0,10,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.027647999999999995,0.056401919999999994,0.10192158719999998,0.0,0.0,0.033177599999999995,0.18597150719999997,0.17056227600364074,0.033177599999999995,0.0326391017877269
code_n24_k12_cw3_008_q02,code_n24_k12_cw3_008,q02,validation,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,5.5,2.0,9.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,2,0,8,0,55430,exact_all,3,0,2,17,128,12926,exact,4,0,0,10,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.05399999999999999,0.1377,0.3110399999999999,0.0,0.0,0.08099999999999999,0.50274,0.4072901084481824,0.08099999999999999,0.07788653865707122
code_n24_k12_cw3_008_q03,code_n24_k12_cw3_008,q03,validation,0.36,24,12,12,0.5,0.14,3,0.25,6.0,5.5,2.0,9.0,3.0,0.0,3.0,3.0,0,0,1,0,1,24,2,0,8,0,55430,exact_all,3,0,2,17,128,12926,exact,4,0,0,10,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.09331199999999999,0.28553471999999996,0.7739670527999999,0.0,0.0,0.1679616,1.1528137727999999,0.7667757180317962,0.1679616,0.15526000715325558
code_n24_k12_cw3_009_q00,code_n24_k12_cw3_009,q00,test,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,2.1666666666666665,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,4,0,0,7,65,12926,exact,4,0,0,6,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.0,0.0073483199999999985,0.012282191999999999,0.0,0.0,0.006298559999999999,0.019630511999999996,0.019440318533030732,0.006298559999999999,0.006278806971330837
code_n24_k12_cw3_009_q01,code_n24_k12_cw3_009,q01,test,0.24,24,12,12,0.5,0.26,3,0.25,6.0,2.1666666666666665,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,4,0,0,7,65,12926,exact,4,0,0,6,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.0,0.023224319999999996,0.05175705599999999,0.0,0.0,0.019906559999999997,0.07498137599999999,0.07230333677838982,0.019906559999999997,0.019711015256787718
code_n24_k12_cw3_009_q02,code_n24_k12_cw3_009,q02,test,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,2.1666666666666665,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,4,0,0,7,65,12926,exact,4,0,0,6,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.0,0.0567,0.15794999999999995,0.0,0.0,0.0486,0.21464999999999995,0.1944559694499554,0.0486,0.04745594115629535
code_n24_k12_cw3_009_q03,code_n24_k12_cw3_009,q03,test,0.36,24,12,12,0.5,0.14,3,0.25,6.0,2.1666666666666665,4.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,4,0,0,7,65,12926,exact,4,0,0,6,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.0,0.11757311999999998,0.39303014399999997,0.0,0.0,0.10077695999999998,0.510603264,0.4125090836257116,0.10077695999999998,0.09601625774534364
code_n24_k12_cw3_010_q00,code_n24_k12_cw3_010,q00,test,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,7.333333333333333,3.0,12.0,3.0,0.0,3.0,3.0,0,0,0,0,3,24,2,0,7,0,55430,exact_all,2,2,4,18,129,12926,exact,2,2,44,472,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0648,0.023327999999999998,0.018895679999999998,0.024375427199999997,0.0648,0.256608,0.49548671999999994,0.1313991072,0.1234550148157708,0.81689472,0.5971288460732708
code_n24_k12_cw3_010_q01,code_n24_k12_cw3_010,q01,test,0.24,24,12,12,0.5,0.26,3,0.25,6.0,7.333333333333333,3.0,12.0,3.0,0.0,3.0,3.0,0,0,0,0,3,24,2,0,7,0,55430,exact_all,2,2,4,18,129,12926,exact,2,2,44,472,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.1152,0.05529599999999999,0.05971967999999999,0.10271784959999998,0.1152,0.6082559999999999,1.5659827199999998,0.33293352959999994,0.28738217468694127,2.2894387199999997,1.1907169483994258
code_n24_k12_cw3_010_q02,code_n24_k12_cw3_010,q02,test,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,7.333333333333333,3.0,12.0,3.0,0.0,3.0,3.0,0,0,0,0,3,24,2,0,7,0,55430,exact_all,2,2,4,18,129,12926,exact,2,2,44,472,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.18,0.10799999999999998,0.14579999999999999,0.3134699999999999,0.18,1.1879999999999997,3.8232,0.7472699999999999,0.5580545698684681,5.191199999999999,1.8231289289741122
code_n24_k12_cw3_010_q03,code_n24_k12_cw3_010,q03,test,0.36,24,12,12,0.5,0.14,3,0.25,6.0,7.333333333333333,3.0,12.0,3.0,0.0,3.0,3.0,0,0,0,0,3,24,2,0,7,0,55430,exact_all,2,2,4,18,129,12926,exact,2,2,44,472,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.2592,0.18662399999999998,0.30233087999999997,0.7800136703999999,0.2592,2.052864,7.927787519999999,1.5281685503999998,0.9274951474797589,10.239851519999998,2.41946563441388
code_n24_k12_cw3_011_q00,code_n24_k12_cw3_011,q00,test,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,3.6666666666666665,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,4,0,0,18,78,12926,exact,4,0,0,8,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.0,0.018895679999999998,0.014738630399999997,0.0,0.0,0.008398079999999999,0.03363431039999999,0.03308104854169661,0.008398079999999999,0.008363012323468396
code_n24_k12_cw3_011_q01,code_n24_k12_cw3_011,q01,test,0.24,24,12,12,0.5,0.26,3,0.25,6.0,3.6666666666666665,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,4,0,0,18,78,12926,exact,4,0,0,8,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.0,0.05971967999999999,0.06210846719999999,0.0,0.0,0.026542079999999996,0.12182814719999999,0.11495962888090652,0.026542079999999996,0.02619595030443698
code_n24_k12_cw3_011_q02,code_n24_k12_cw3_011,q02,test,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,3.6666666666666665,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,4,0,0,18,78,12926,exact,4,0,0,8,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.0,0.14579999999999999,0.18953999999999996,0.0,0.0,0.0648,0.33533999999999997,0.2891859410742874,0.0648,0.06278698809876482
code_n24_k12_cw3_011_q03,code_n24_k12_cw3_011,q03,test,0.36,24,12,12,0.5,0.14,3,0.25,6.0,3.6666666666666665,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,4,0,0,18,78,12926,exact,4,0,0,8,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.0,0.30233087999999997,0.4716361727999999,0.0,0.0,0.13436927999999998,0.7739670527999999,0.5732183114488556,0.13436927999999998,0.12607679603412303
code_n24_k12_cw3_012_q00,code_n24_k12_cw3_012,q00,test,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,4.0,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,1,0,9,0,55430,exact_all,2,1,2,20,90,12926,exact,2,1,22,240,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.011663999999999999,0.0209952,0.017006111999999997,0.0324,0.128304,0.25194239999999996,0.082065312,0.0788715408946117,0.41264639999999997,0.34546482468528067
code_n24_k12_cw3_012_q01,code_n24_k12_cw3_012,q01,test,0.24,24,12,12,0.5,0.26,3,0.25,6.0,4.0,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,1,0,9,0,55430,exact_all,2,1,2,20,90,12926,exact,2,1,22,240,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.027647999999999995,0.06635519999999999,0.07166361599999999,0.0576,0.30412799999999995,0.7962623999999998,0.22326681599999998,0.2015249980780964,1.1579903999999996,0.7691774182625631
code_n24_k12_cw3_012_q02,code_n24_k12_cw3_012,q02,test,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,4.0,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,1,0,9,0,55430,exact_all,2,1,2,20,90,12926,exact,2,1,22,240,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.05399999999999999,0.16199999999999998,0.21869999999999995,0.09,0.5939999999999999,1.944,0.5246999999999999,0.4217976693957243,2.6279999999999997,1.2886815322528902
code_n24_k12_cw3_012_q03,code_n24_k12_cw3_012,q03,test,0.36,24,12,12,0.5,0.14,3,0.25,6.0,4.0,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,1,0,9,0,55430,exact_all,2,1,2,20,90,12926,exact,2,1,22,240,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.09331199999999999,0.3359232,0.5441955839999999,0.1296,1.026432,4.031078399999999,1.103030784,0.7433795347494224,5.187110399999999,1.8224681602558228
code_n24_k12_cw3_013_q00,code_n24_k12_cw3_013,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,6.833333333333333,2.0,11.0,3.0,0.0,3.0,3.0,0,0,1,0,0,24,3,0,8,0,55430,exact_all,2,1,7,14,105,12926,exact,2,1,22,238,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.040824,0.014696639999999997,0.019840464,0.0324,0.128304,0.24984287999999996,0.107761104,0.1023409549695878,0.41054687999999995,0.343977487348574
code_n24_k12_cw3_013_q01,code_n24_k12_cw3_013,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,6.833333333333333,2.0,11.0,3.0,0.0,3.0,3.0,0,0,1,0,0,24,3,0,8,0,55430,exact_all,2,1,7,14,105,12926,exact,2,1,22,238,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.09676799999999998,0.04644863999999999,0.08360755199999999,0.0576,0.30412799999999995,0.7896268799999999,0.28442419199999996,0.2503105183096556,1.15135488,0.7660978204057728
code_n24_k12_cw3_013_q02,code_n24_k12_cw3_013,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,6.833333333333333,2.0,11.0,3.0,0.0,3.0,3.0,0,0,1,0,0,24,3,0,8,0,55430,exact_all,2,1,7,14,105,12926,exact,2,1,22,238,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.18899999999999997,0.1134,0.25514999999999993,0.09,0.5939999999999999,1.9278,0.6475499999999998,0.4992893359476602,2.6117999999999997,1.2842062630361057
code_n24_k12_cw3_013_q03,code_n24_k12_cw3_013,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,6.833333333333333,2.0,11.0,3.0,0.0,3.0,3.0,0,0,1,0,0,24,3,0,8,0,55430,exact_all,2,1,7,14,105,12926,exact,2,1,22,238,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.326592,0.23514623999999995,0.634894848,0.1296,1.026432,3.9974860799999994,1.326233088,0.8442502588780414,5.15351808,1.8170239637912096
code_n24_k12_cw3_014_q00,code_n24_k12_cw3_014,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,5.5,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,2,2,2,10,94,12926,exact,2,2,44,468,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0648,0.011663999999999999,0.0104976,0.017761939199999997,0.0648,0.256608,0.49128767999999995,0.10472353919999998,0.0995951128975536,0.81269568,0.5948150632985929
code_n24_k12_cw3_014_q01,code_n24_k12_cw3_014,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,5.5,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,2,2,2,10,94,12926,exact,2,2,44,468,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.1152,0.027647999999999995,0.033177599999999995,0.07484866559999999,0.1152,0.6082559999999999,1.5527116799999998,0.2508742656,0.22384271931928704,2.2761676799999995,1.1866743490521319
code_n24_k12_cw3_014_q02,code_n24_k12_cw3_014,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,5.5,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,2,2,2,10,94,12926,exact,2,2,44,468,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.18,0.05399999999999999,0.08099999999999999,0.22841999999999996,0.18,1.1879999999999997,3.7908,0.5434199999999999,0.43400073336093087,5.158799999999999,1.8178819533736266
code_n24_k12_cw3_014_q03,code_n24_k12_cw3_014,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,5.5,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,2,2,2,10,94,12926,exact,2,2,44,468,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.2592,0.09331199999999999,0.1679616,0.5683820543999999,0.2592,2.052864,7.860602879999999,1.0888556543999999,0.7366163822454571,10.17266688,2.4134703383887897
code_n24_k12_cw3_015_q00,code_n24_k12_cw3_015,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,4.0,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,3,0,1,15,77,12926,exact,4,0,0,8,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.0058319999999999995,0.015746399999999997,0.014549673599999998,0.0,0.0,0.008398079999999999,0.0361280736,0.0354907593626006,0.008398079999999999,0.008363012323468396
code_n24_k12_cw3_015_q01,code_n24_k12_cw3_015,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,4.0,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,3,0,1,15,77,12926,exact,4,0,0,8,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.013823999999999998,0.04976639999999999,0.06131220479999999,0.0,0.0,0.026542079999999996,0.12490260479999998,0.1176964583975696,0.026542079999999996,0.02619595030443698
code_n24_k12_cw3_015_q02,code_n24_k12_cw3_015,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,4.0,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,3,0,1,15,77,12926,exact,4,0,0,8,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.026999999999999996,0.1215,0.18710999999999994,0.0,0.0,0.0648,0.33560999999999996,0.2893881163309711,0.0648,0.06278698809876482
code_n24_k12_cw3_015_q03,code_n24_k12_cw3_015,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,4.0,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,3,0,1,15,77,12926,exact,4,0,0,8,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.046655999999999996,0.25194239999999996,0.46558955519999995,0.0,0.0,0.13436927999999998,0.7641879551999999,0.5676905024753844,0.13436927999999998,0.12607679603412303
code_n24_k12_cw3_016_q00,code_n24_k12_cw3_016,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,3.6666666666666665,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,1,18,83,12926,exact,2,1,22,245,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.0058319999999999995,0.018895679999999998,0.015683414399999998,0.0324,0.128304,0.25719119999999995,0.0728110944,0.07028239446802544,0.41789519999999997,0.34917351846754296
code_n24_k12_cw3_016_q01,code_n24_k12_cw3_016,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,3.6666666666666665,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,1,18,83,12926,exact,2,1,22,245,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.013823999999999998,0.05971967999999999,0.06608977919999999,0.0576,0.30412799999999995,0.8128511999999999,0.19723345919999996,0.180013444484255,1.1745791999999997,0.7768351745583001
code_n24_k12_cw3_016_q02,code_n24_k12_cw3_016,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,3.6666666666666665,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,1,18,83,12926,exact,2,1,22,245,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.026999999999999996,0.14579999999999999,0.20168999999999995,0.09,0.5939999999999999,1.9845,0.46448999999999996,0.38150705899330456,2.6685,1.2997828591719118
code_n24_k12_cw3_016_q03,code_n24_k12_cw3_016,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,3.6666666666666665,3.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,1,18,83,12926,exact,2,1,22,245,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.046655999999999996,0.30233087999999997,0.5018692607999999,0.1296,1.026432,4.115059199999999,0.9804561407999999,0.6833271923158102,5.271091199999999,1.8359503745901995
code_n24_k12_cw3_017_q00,code_n24_k12_cw3_017,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,5.5,1.0,10.0,3.0,0.0,3.0,3.0,1,0,0,0,1,24,1,0,9,0,55430,exact_all,2,2,1,12,142,12926,exact,2,2,44,462,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0648,0.0058319999999999995,0.012597119999999998,0.026831865599999997,0.0648,0.256608,0.48498911999999994,0.1100609856,0.10441495579696933,0.80639712,0.591334320080723
code_n24_k12_cw3_017_q01,code_n24_k12_cw3_017,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,5.5,1.0,10.0,3.0,0.0,3.0,3.0,1,0,0,0,1,24,1,0,9,0,55430,exact_all,2,2,1,12,142,12926,exact,2,2,44,462,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.1152,0.013823999999999998,0.039813119999999994,0.11306926079999999,0.1152,0.6082559999999999,1.5328051199999997,0.28190638079999997,0.24834832993492176,2.2562611199999996,1.1805796414849181
code_n24_k12_cw3_017_q02,code_n24_k12_cw3_017,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,5.5,1.0,10.0,3.0,0.0,3.0,3.0,1,0,0,0,1,24,1,0,9,0,55430,exact_all,2,2,1,12,142,12926,exact,2,2,44,462,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.18,0.026999999999999996,0.0972,0.3450599999999999,0.18,1.1879999999999997,3.7422,0.64926,0.5003267024645953,5.1102,1.8099595058720062
code_n24_k12_cw3_017_q03,code_n24_k12_cw3_017,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,5.5,1.0,10.0,3.0,0.0,3.0,3.0,1,0,0,0,1,24,1,0,9,0,55430,exact_all,2,2,1,12,142,12926,exact,2,2,44,462,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.2592,0.046655999999999996,0.20155391999999997,0.8586196991999999,0.2592,2.052864,7.759825919999999,1.3660296191999999,0.8612132841591557,10.071889919999998,2.4044094566293577
code_n24_k12_cw3_018_q00,code_n24_k12_cw3_018,q00,test,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,2.6666666666666665,4.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,2,1,1,8,57,12926,exact,2,1,22,236,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.0058319999999999995,0.008398079999999999,0.010770537599999998,0.0324,0.128304,0.24774335999999997,0.05740061759999999,0.05581364889318633,0.40844736,0.34248793454395704
code_n24_k12_cw3_018_q01,code_n24_k12_cw3_018,q01,test,0.24,24,12,12,0.5,0.26,3,0.25,6.0,2.6666666666666665,4.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,2,1,1,8,57,12926,exact,2,1,22,236,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.013823999999999998,0.026542079999999996,0.04538695679999999,0.0576,0.30412799999999995,0.7829913599999999,0.1433530368,0.13396520571401602,1.1447193599999999,0.7630087093215661
code_n24_k12_cw3_018_q02,code_n24_k12_cw3_018,q02,test,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,2.6666666666666665,4.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,2,1,1,8,57,12926,exact,2,1,22,236,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.026999999999999996,0.0648,0.13850999999999997,0.09,0.5939999999999999,1.9116,0.32031,0.2778665575105394,2.5955999999999997,1.2797108757171072
code_n24_k12_cw3_018_q03,code_n24_k12_cw3_018,q03,test,0.36,24,12,12,0.5,0.14,3,0.25,6.0,2.6666666666666665,4.0,10.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,2,1,1,8,57,12926,exact,2,1,22,236,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.046655999999999996,0.13436927999999998,0.34465720319999993,0.1296,1.026432,3.9638937599999995,0.6552824831999999,0.5039716789770388,5.119925759999999,1.8115499657317025
code_n24_k12_cw3_019_q00,code_n24_k12_cw3_019,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,2.6666666666666665,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,1,0,10,0,55430,exact_all,2,1,0,13,61,12926,exact,2,1,22,237,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.0,0.013646879999999998,0.011526364799999998,0.0324,0.128304,0.24879311999999995,0.05757324479999999,0.055976891762001234,0.40949711999999994,0.34323298829218457
