row_id,code_id,q_id,split,q,n,k,r,rate,capacity_margin,column_weight,parity_check_density,check_degree_mean,check_degree_variance,check_degree_min,check_degree_max,variable_degree_mean,variable_degree_variance,variable_degree_min,variable_degree_max,check_degree_count_1,variable_degree_count_1,check_degree_count_2,variable_degree_count_2,check_degree_count_3,variable_degree_count_3,check_degree_count_4,variable_degree_count_4,check_degree_count_ge5,variable_degree_count_ge5,stopping_subset_tests,stopping_count_status,min_stopping_order,N_stop_2,N_stop_3,N_stop_4,N_stop_5,dependency_subset_tests,dependency_count_status,min_dependency_order,N_dep_2,N_dep_3,N_dep_4,q_power_2,q_power_3,q_power_4,q_power_5,N_stop_2_q2,N_stop_3_q3,N_stop_4_q4,N_stop_5_q5,N_dep_2_q2,N_dep_3_q3,N_dep_4_q4,H_stop_5,log1p_H_stop_5,H_dep_4,log1p_H_dep_4
code_n24_k12_cw3_002_q02,code_n24_k12_cw3_002,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,5.0,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,1,16,95,12926,exact,2,1,22,242,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.026999999999999996,0.1296,0.23084999999999994,0.09,0.5939999999999999,1.9602,0.47744999999999993,0.39031762877795184,2.6441999999999997,1.2931368626336412
code_n24_k12_cw3_002_q03,code_n24_k12_cw3_002,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,5.0,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,1,16,95,12926,exact,2,1,22,242,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.046655999999999996,0.26873855999999996,0.5744286719999999,0.1296,1.026432,4.06467072,1.0194232319999998,0.7028119419291581,5.220702719999999,1.8278828778615732
code_n24_k12_cw3_003_q00,code_n24_k12_cw3_003,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,1.3333333333333333,4.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,4,0,0,11,47,12926,exact,4,0,0,6,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.0,0.011547359999999998,0.008880969599999998,0.0,0.0,0.006298559999999999,0.020428329599999996,0.020222470130233774,0.006298559999999999,0.006278806971330837
code_n24_k12_cw3_003_q01,code_n24_k12_cw3_003,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,1.3333333333333333,4.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,4,0,0,11,47,12926,exact,4,0,0,6,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.0,0.03649535999999999,0.037424332799999994,0.0,0.0,0.019906559999999997,0.07391969279999999,0.07131521936172683,0.019906559999999997,0.019711015256787718
code_n24_k12_cw3_003_q02,code_n24_k12_cw3_003,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,1.3333333333333333,4.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,4,0,0,11,47,12926,exact,4,0,0,6,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.0,0.0891,0.11420999999999998,0.0,0.0,0.0486,0.20331,0.18507609290696264,0.0486,0.04745594115629535
code_n24_k12_cw3_003_q03,code_n24_k12_cw3_003,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,1.3333333333333333,4.0,8.0,3.0,0.0,3.0,3.0,0,0,0,0,0,24,2,0,10,0,55430,exact_all,4,0,0,11,47,12926,exact,4,0,0,6,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.0,0.18475775999999997,0.28419102719999995,0.0,0.0,0.10077695999999998,0.4689487871999999,0.38454703422869035,0.10077695999999998,0.09601625774534364
code_n24_k12_cw3_004_q00,code_n24_k12_cw3_004,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,2.6666666666666665,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,3,0,2,13,69,12926,exact,4,0,0,8,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0,0.011663999999999999,0.013646879999999998,0.013038019199999999,0.0,0.0,0.008398079999999999,0.038348899199999995,0.037631854662792126,0.008398079999999999,0.008363012323468396
code_n24_k12_cw3_004_q01,code_n24_k12_cw3_004,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,2.6666666666666665,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,3,0,2,13,69,12926,exact,4,0,0,8,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0,0.027647999999999995,0.043130879999999996,0.05494210559999999,0.0,0.0,0.026542079999999996,0.12572098559999997,0.11842370647189018,0.026542079999999996,0.02619595030443698
code_n24_k12_cw3_004_q02,code_n24_k12_cw3_004,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,2.6666666666666665,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,3,0,2,13,69,12926,exact,4,0,0,8,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.0,0.05399999999999999,0.10529999999999999,0.16766999999999996,0.0,0.0,0.0648,0.32697,0.28289814770944055,0.0648,0.06278698809876482
code_n24_k12_cw3_004_q03,code_n24_k12_cw3_004,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,2.6666666666666665,3.0,9.0,3.0,0.0,3.0,3.0,0,0,0,0,2,24,0,0,10,0,55430,exact_all,3,0,2,13,69,12926,exact,4,0,0,8,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.0,0.09331199999999999,0.21835007999999997,0.41721661439999996,0.0,0.0,0.13436927999999998,0.7288786943999999,0.5474730448413714,0.13436927999999998,0.12607679603412303
code_n24_k12_cw3_005_q00,code_n24_k12_cw3_005,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,5.333333333333333,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,3,11,83,12926,exact,2,1,22,234,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.0324,0.017495999999999998,0.011547359999999998,0.015683414399999998,0.0324,0.128304,0.24564383999999997,0.07712677439999999,0.074297101924702,0.40634784,0.34099615966146857
code_n24_k12_cw3_005_q01,code_n24_k12_cw3_005,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,5.333333333333333,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,3,11,83,12926,exact,2,1,22,234,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.0576,0.041471999999999995,0.03649535999999999,0.06608977919999999,0.0576,0.30412799999999995,0.7763558399999999,0.20165713919999995,0.18370155349368228,1.1380838399999997,0.7599100260528922
code_n24_k12_cw3_005_q02,code_n24_k12_cw3_005,q02,train,0.3,24,12,12,0.5,0.19999999999999996,3,0.25,6.0,5.333333333333333,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,3,11,83,12926,exact,2,1,22,234,0.09,0.026999999999999996,0.0081,0.0024299999999999994,0.09,0.08099999999999999,0.0891,0.20168999999999995,0.09,0.5939999999999999,1.8954,0.4617899999999999,0.37966171215964983,2.5793999999999997,1.2751951886011708
code_n24_k12_cw3_005_q03,code_n24_k12_cw3_005,q03,train,0.36,24,12,12,0.5,0.14,3,0.25,6.0,5.333333333333333,3.0,11.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,1,3,11,83,12926,exact,2,1,22,234,0.1296,0.046655999999999996,0.016796159999999997,0.006046617599999999,0.1296,0.13996799999999998,0.18475775999999997,0.5018692607999999,0.1296,1.026432,3.9303014399999996,0.9561950207999999,0.6710012705280041,5.08633344,1.8060458380120898
code_n24_k12_cw3_006_q00,code_n24_k12_cw3_006,q00,train,0.18,24,12,12,0.5,0.32000000000000006,3,0.25,6.0,6.166666666666667,3.0,13.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,4,4,19,122,12926,exact,2,4,86,884,0.0324,0.0058319999999999995,0.0010497599999999998,0.00018895679999999997,0.1296,0.023327999999999998,0.01994544,0.023052729599999995,0.1296,0.501552,0.9279878399999999,0.19592616959999998,0.17892092251931804,1.5591398399999998,0.9396712020308235
code_n24_k12_cw3_006_q01,code_n24_k12_cw3_006,q01,train,0.24,24,12,12,0.5,0.26,3,0.25,6.0,6.166666666666667,3.0,13.0,3.0,0.0,3.0,3.0,0,0,0,0,1,24,2,0,9,0,55430,exact_all,2,4,4,19,122,12926,exact,2,4,86,884,0.0576,0.013823999999999998,0.0033177599999999995,0.0007962623999999999,0.2304,0.05529599999999999,0.06303743999999999,0.09714401279999998,0.2304,1.1888639999999997,2.9328998399999997,0.4458774528,0.3687163710441968,4.352163839999999,1.6775009352123709
