model,feature_count,selected_C,validation_code_grouped_log_loss,test_code_grouped_log_loss
B0,6,10.0,0.5244414526316343,0.5095372204388757
B1,26,10.0,0.5291035371007768,0.4985912785057697
B1_hazard,30,10.0,0.5255860057077246,0.495888193442557
B1_SP_stop_scalar,27,10.0,0.5276955116647843,0.4976963432791569
B1_SP_stop_terms,30,10.0,0.5319781449454506,0.4986648605258638
B1_hazard_SP_stop_scalar,31,10.0,0.5256835435995191,0.49578473528700584
B1_rankdep,27,10.0,0.5257798232527651,0.49901883733887875
B1_rankdep_SP_stop_scalar,28,10.0,0.5261384888253113,0.4983862098947844
