code_id,n,k,r,column_weight,stopping_order,subset_tests,N_stop_total,elapsed_s
code_n24_k12_cw3_000,24,12,12,3,5,55430,104,0.16546775000460912
code_n24_k12_cw3_001,24,12,12,3,5,55430,165,0.1636016669945093
code_n24_k12_cw3_002,24,12,12,3,5,55430,113,0.16898908299481263
code_n32_k16_cw3_000,32,16,16,3,5,242792,66,0.7355082499998389
code_n32_k16_cw3_001,32,16,16,3,5,242792,28,0.7471929160019499
code_n32_k16_cw3_002,32,16,16,3,5,242792,59,0.7302469580026809
