graph_id,state_id,split,future_index,future_seed,max_h,first_disconnect_step
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,40,2577169307,7,3
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,41,2578169310,7,5
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,42,2579169313,7,6
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,43,2580169316,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,44,2581169319,7,7
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,45,2582169322,7,2
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,46,2583169325,7,1
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,47,2584169328,7,3
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,48,2585169331,7,1
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p5,test,49,2586169334,7,4
